Use,old_calval,SourceEntity,lab,UniqueID_v2,lat,long,siteid,waterbody_name,Year,Month,CollDate,daynum,CollMeth,Freq,SameYr_SameDay2,SameYr_DiftDay2,MultipleYrs,Unit_OBSPRED_final,MWMT_TolAnal,MWMT_source,MWMT_93_11,MWMT_Annual,Aug_93_11,NORWEST_Unit,Ecoregion_name,eco3,L4_eco_code,L4_eco_name,slope_nhd,wsarea_km2,elev_m,ElevWs,ICI,IWI,PctUrbCat,PctUrbWs,PctAgCat,PctAgWs,PctForCat,PctForWs,RdDensCat,RdDensWs,Tmean8110Cat,Tmean8110Ws,Precip8110Cat,Precip8110Ws
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8347_13266,47.7569,-122.6319,PSSB_0289,Dogfish Creek,2015,9,9/3/2015 0:00,246,targeted riffle,multi,,,PSSB_0289,WACoast_119492,17.66,annual,16.83,17.66,13.69,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.991203,5.4684,82.59518145,85.49140718,0.664628524,0.511350303,9.907834101,12.01448321,1.152073733,5.826201448,62.7016129,55.94140882,3.375737647,3.36049192,10.50022424,10.47811309,1024.796031,1027.215342
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8348_13267,47.6525,-122.6297,PSSB_0293,Steele Creek,2015,9,9/4/2015 0:00,247,targeted riffle,multi,,,PSSB_0293,WACoast_117577,17.59,annual,16.77,17.59,13.68,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,3.160621,13.1085,22.95480519,64.56743769,0.757781537,0.576876011,18.18181818,29.1520769,0,2.162718847,61.03896104,36.46412633,2.222617388,4.550371247,11.22854737,10.94577192,1053.882028,1088.636719
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8349_13268,47.586477,-122.714796,PSSB_0229,Dickerson Creek,2015,9,9/9/2015 0:00,252,targeted riffle,multi,,,PSSB_0229,WACoast_116413,17.26,annual,16.43,17.26,13.43,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,3.946824,5.6439,97.07564411,189.1448254,0.802709409,0.882198345,2.873030584,0.494339021,0,0,69.04541242,63.62621591,2.921752782,0.866374158,10.52265226,9.820709383,1429.392536,1560.640935
Y,CAL,Kitsap County,Rhithron,SampPSSB_8350_13269,47.665568,-122.685099,PSSB_0255,Clear Creek (Kitsap),2015,9,9/8/2015 0:00,251,targeted riffle,multi,,,PSSB_0255,WACoast_118069,16.57,annual,15.74,16.57,12.74,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.534421,10.1718,45.85815143,89.47095647,0.556293272,0.533761038,33.726647,37.85170766,1.327433628,0.238895771,27.82694199,41.29357636,5.768120073,8.014258104,10.92592589,10.51644588,1114.828922,1111.46178
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8351_13270,47.609583,-122.5987,PSSB_0312,Illahee Creek,2015,9,9/8/2015 0:00,251,targeted riffle,multi,,,PSSB_0312,WACoast_116872,17.04,annual,16.21,17.04,13.31,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,3.040501,3.3048,98.75258442,98.75258442,0.731826896,0.731826896,26.66122004,26.66122004,0,0,46.32352941,46.32352941,5.910318075,5.910318075,10.63106634,10.63106634,1187.637762,1187.637762
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8352_13271,47.4799,-122.6642,PSSB_0267,Blackjack Creek,2015,9,9/10/2015 0:00,253,targeted riffle,multi,,,PSSB_0267,WACoast_114667,16.11,annual,15.29,16.11,12.52,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.833102,7.5114,97.88273041,118.9769363,0.494138672,0.68317784,18.37557604,8.662832495,3.859447005,0.802779775,47.00460829,61.73017014,3.298270371,2.206519888,10.56448473,10.37159322,1304.178123,1329.806665
Y,CAL,Kitsap County,Rhithron,SampPSSB_8353_13272,47.7287,-122.6109,PSSB_0308,Lemolo/Klebeal Creek,2015,8,8/21/2015 0:00,233,targeted riffle,multi,,,PSSB_0308,WACoast_118950,17.03,annual,16.2,17.03,13.17,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,2.903539,3.8907,85.95380291,85.95380291,0.416247472,0.416247472,11.08026833,11.08026833,11.93615545,11.93615545,52.18598196,52.18598196,2.945052383,2.945052383,10.55275919,10.55275919,1027.73304,1027.73304
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8354_13273,47.589032,-122.736157,PSSB_0212,Wildcat Creek (Dyes Inlet),2015,9,9/11/2015 0:00,254,targeted riffle,multi,,,PSSB_0212,WACoast_116892,18.47,annual,17.65,18.47,13.92,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.797396,16.1766,130.0191703,150.9378869,0.886524488,0.862042726,4.161787226,3.744297318,0,0,75.60580128,72.17091354,1.38334988,1.446784927,10.28459316,10.16162354,1384.094078,1432.967319
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8355_13288,47.587552,-122.734523,PSSB_0215,Lost Creek (Dyes Inlet),2015,8,8/18/2015 0:00,230,targeted riffle,multi,,,PSSB_0215,WACoast_116496,16.47,annual,15.64,16.47,12.9,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,5.671171,8.1657,227.9857346,227.9857346,0.889455948,0.889455948,0,0,0,0,78.79422462,78.79422462,0.416345502,0.416345502,9.73338196,9.73338196,1619.224417,1619.224417
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8356_13274,47.6378,-122.6701,PSSB_0264,Barker Creek,2015,9,9/15/2015 0:00,258,targeted riffle,multi,,,PSSB_0264,WACoast_118041,16.9,annual,16.07,16.9,13.37,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.22846,10.152,63.84050798,63.84050798,0.635930244,0.635930244,33.7322695,33.7322695,0.567375887,0.567375887,34.70744681,34.70744681,6.075505329,6.075505329,10.89134088,10.89134088,1082.658777,1082.658777
Y,CAL,Kitsap County,Rhithron,SampPSSB_8357_13275,47.664383,-122.682095,PSSB_0261,Clear Creek (Kitsap),2015,9,9/18/2015 0:00,261,targeted riffle,multi,,,PSSB_0261,WACoast_117821,16.69,annual,15.87,16.69,12.91,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.573556,20.4273,43.00103695,78.67306296,0.558002245,0.534640968,55.70123162,39.16376614,0,1.119090629,24.47357966,34.60809799,6.085526215,7.191755937,10.97369312,10.6314975,1099.052143,1099.676685
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8358_13276,47.5349,-122.632,PSSB_0288,Blackjack Creek,2015,9,9/18/2015 0:00,261,targeted riffle,multi,,,PSSB_0288,WACoast_114577,16.7,annual,15.87,16.7,12.91,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.66387,33.3315,86.03890545,96.63064291,0.629399154,0.646269148,27.25105368,20.21871203,1.400655626,1.387876333,37.34514028,46.42095315,4.538954773,3.721937709,10.72234435,10.61000708,1314.954926,1314.79785
Y,CAL,Kitsap County,Rhithron,SampPSSB_8359_13277,47.5284,-122.7142,PSSB_0230,Parish Creek,2015,9,9/22/2015 0:00,265,targeted riffle,multi,,,PSSB_0230,WACoast_115227,16.09,annual,15.27,16.09,12.53,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,3.310772,4.518,129.53801,129.53801,0.750040236,0.750040236,12.80876494,12.80876494,0,0,59.24302789,59.24302789,3.116935569,3.116935569,10.29065752,10.29065752,1394.523837,1394.523837
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8360_13278,47.523923,-122.682634,PSSB_0258,Anderson Creek (Kitsap),2015,9,9/22/2015 0:00,265,targeted riffle,multi,,,PSSB_0258,WACoast_115488,14.02,annual,13.19,14.02,11.09,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,2.254237,5.274,35.0630597,115.8636894,0.786839943,0.813783589,10.82089552,15.88737201,0,0,83.20895522,64.84641638,1.578775739,2.367791418,10.96521697,10.41640305,1328.048989,1346.337279
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8362_13280,47.7522,-122.6474,PSSB_0281,Dogfish Creek,2015,9,9/23/2015 0:00,266,targeted riffle,multi,,,PSSB_0281,WACoast_119389,17.49,annual,16.67,17.49,13.69,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.634276,20.9052,60.56492977,77.4188643,0.599324245,0.62672636,54.6259542,22.07249871,0,1.889960393,22.15267176,47.07680386,7.484921653,4.562956185,10.6988267,10.54400469,1019.112332,1019.76701
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8363_13281,47.5119,-122.7917,PSSB_0204,Union River,2015,9,9/24/2015 0:00,267,targeted riffle,multi,,,PSSB_0204,WACoast_115438,15.97,annual,15.15,15.97,12.35,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.875642,19.0611,75.85300099,241.6076968,0.777801181,0.788570454,8.193484699,1.543982247,0,0,46.39684107,75.55597526,1.386527262,1.716530926,10.50443445,9.647479323,1344.354068,1631.514844
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8364_13282,47.6536,-122.6853,PSSB_0254,Clear Creek (Kitsap),2015,9,9/25/2015 0:00,268,targeted riffle,multi,,,PSSB_0254,WACoast_117822,16.98,annual,16.15,16.98,13.07,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.573556,20.4273,43.00103695,78.67306296,0.558002245,0.534640968,55.70123162,39.16376614,0,1.119090629,24.47357966,34.60809799,6.085526215,7.191755937,10.97369312,10.6314975,1099.052143,1099.676685
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8366_13284,47.5922,-122.7088,PSSB_0234,Chico Creek,2015,9,9/30/2015 0:00,273,targeted riffle,multi,,,PSSB_0234,WACoast_116649,20.04,annual,19.22,20.04,14.85,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.306775,41.8482,63.41058159,154.6276515,0.610421136,0.813190221,29.12133891,6.856208869,0,0,47.57322176,66.71684804,5.303790219,1.667910772,10.86618805,10.14873943,1350.332644,1479.853412
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8367_13285,47.6213,-122.8768,PSSB_0186,Stavis Creek,2015,10,10/1/2015 0:00,274,targeted riffle,multi,,,PSSB_0186,WACoast_117361,16.46,annual,15.64,16.46,12.8,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.572311,14.7492,54.63003488,121.7779375,0.824929774,0.91111272,8.372093023,2.215035392,0,0,73.02325581,79.26531608,3.252544166,1.529728355,10.85616179,10.34312862,1176.260107,1418.077456
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8368_13286,47.7182,-122.6178,PSSB_0303,Bjorgen Creek,2015,10,10/8/2015 0:00,281,targeted riffle,multi,,,PSSB_0303,WACoast_118954,18.49,annual,17.66,18.49,14.36,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,3.531004,1.2204,66.60369469,66.60369469,0.547331754,0.547331754,41.66666667,41.66666667,1.991150442,1.991150442,25.95870206,25.95870206,5.419369496,5.419369496,10.72353623,10.72353623,1014.706307,1014.706307
Y,NOT_CALVAL,Kitsap County,Rhithron,SampPSSB_8370_13290,47.810435,-122.521057,PSSB_0342,Carpenter Creek (Kitsap),2015,10,10/1/2015 0:00,274,targeted riffle,multi,,,PSSB_0342,WACoast_120572,18.97,annual,18.14,18.97,14.78,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,2.472515,2.628,73.96131164,73.96131164,0.731560293,0.731560293,5.650684932,5.650684932,0,0,59.82876712,59.82876712,3.880219354,3.880219354,10.83898248,10.83898248,950.5201241,950.5201241
Y,CAL,City of Bellevue,Rhithron,SampPSSB_8444_13395,47.542,-122.143,PSSB_0816,Coal Creek (Lake Wash.),2015,7,7/28/2015 0:00,209,targeted riffle,multi,,,PSSB_0816,WACoast_115064,18.48,annual,17.65,18.48,14.33,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,3.626171,15.2793,231.9330105,231.9330105,0.675816953,0.675816953,40.69623608,40.69623608,0.111916122,0.111916122,42.32785533,42.32785533,6.934306147,6.934306147,10.22740577,10.22740577,1298.007686,1298.007686
Y,CAL,City of Bellevue,Rhithron,SampPSSB_8446_13393,47.603,-122.181,PSSB_0708,Kelsey Creek,2015,8,8/5/2015 0:00,217,targeted riffle,single,,,,WACoast_116215,20.93,annual,20.11,20.93,16.09,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.001,32.8077,39.78199677,94.24757688,0.52003022,0.477505899,50.2829426,73.46720435,0,0,30.80032336,12.98932872,12.47281504,10.80334854,11.50232849,11.06689004,969.8350267,1049.431002
Y,VAL,City of Bellevue,Rhithron,SampPSSB_8447_13392,47.608,-122.163,PSSB_0746,Kelsey Creek,2015,8,8/10/2015 0:00,222,targeted riffle,single,,,,WACoast_116599,20.95,annual,20.13,20.95,16.23,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.350775,22.3155,66.59786109,95.87549667,0.502702371,0.476087708,76.67517549,72.51865295,0,0,6.275260583,13.05505142,9.566666259,10.20372325,11.25888744,11.04175018,1016.474987,1048.524092
Y,NOT_CALVAL,Vashon Nature Center,Rhithron,SampPSSB_8477_13388,47.383942,-122.481469,PSSB_0365,Fisher Creek (Vashon),2015,9,9/10/2015 0:00,253,targeted riffle,multi,,,PSSB_0365,WACoast_113180,17.09,annual,16.27,17.09,13.54,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,,,,,,,,,,,,,,,,,,
Y,NOT_CALVAL,Vashon Nature Center,Rhithron,SampPSSB_8478_13389,47.41393,-122.47591,PSSB_0374,Judd Creek,2015,9,9/15/2015 0:00,258,targeted riffle,multi,,,PSSB_0374,WACoast_113356,16.7,annual,15.88,16.7,13.31,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,,,,,,,,,,,,,,,,,,
Y,NOT_CALVAL,Vashon Nature Center,Rhithron,SampPSSB_8479_13390,47.46521,-122.47506,PSSB_0375,Shinglemill Creek,2015,8,8/28/2015 0:00,240,targeted riffle,multi,,,PSSB_0375,WACoast_113879,15.41,annual,14.58,15.41,12.19,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,,,,,,,,,,,,,,,,,,
Y,CAL,Vashon Nature Center,Rhithron,SampPSSB_8480_13391,47.46787,-122.47429,PSSB_0377,Shinglemill Creek,2015,8,8/26/2015 0:00,238,targeted riffle,multi,,,PSSB_0377,WACoast_113880,15.45,annual,14.62,15.45,12.2,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,,,,,,,,,,,,,,,,,,
Y,VAL,City of Redmond,Rhithron,SampPSSB_8492_13401,47.677582,-122.098,PSSB_0935,Bear Creek (Sammamish River),2015,8,8/25/2015 0:00,237,targeted riffle,single,,,,WACoast_117427,22.63,annual,21.81,22.63,16.42,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,0.135619,121.9653,36.31608491,106.2694742,0.442481111,0.565681261,66.03773585,29.28119719,6.827209533,1.137864622,14.49851043,37.7126117,9.454647462,5.958402525,11.44519121,10.93665969,1029.612868,1138.935183
Y,VAL,City of Redmond,Rhithron,SampPSSB_8493_13402,47.710185,-122.125,PSSB_0869,High School Creek,2015,7,7/14/2015 0:00,195,targeted riffle,single,,,,WACoast_117746,19.85,annual,19.02,19.85,15.12,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,3.027339,2.0304,81.74380319,81.74380319,0.571982884,0.571982884,55.71808511,55.71808511,1.507092199,1.507092199,24.42375887,24.42375887,10.02963466,10.02963466,11.11659632,11.11659632,1036.040765,1036.040765
Y,VAL,City of Redmond,Rhithron,SampPSSB_8495_13404,47.685769,-122.153,PSSB_0792,Gun Club Creek,2015,9,9/8/2015 0:00,251,targeted riffle,single,,,,WACoast_117616,19.34,annual,18.52,19.34,14.83,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,3.453405,0.8775,55.57151795,55.57151795,0.557611398,0.557611398,62.05128205,62.05128205,0,0,25.02564103,25.02564103,9.581485337,9.581485337,11.28698877,11.28698877,1017.803811,1017.803811
Y,NOT_CALVAL,City of Redmond,Rhithron,SampPSSB_8498_13407,47.661469,-122.124825,PSSB_0871,Clise Creek,2015,10,10/14/2015 0:00,287,targeted riffle,multi,,,PSSB_0871,WACoast_117047,26.03,annual,25.21,26.03,21.54,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.001,265.3047,52.5108462,201.2079696,0.415151129,0.596817089,66.58198163,26.57039246,7.230799296,1.36846426,5.647840532,48.15033431,10.82726024,5.455823984,11.35353401,10.41327605,1031.16814,1400.848583
Y,NOT_CALVAL,City of Redmond,Rhithron,SampPSSB_8499_13408,47.696571,-122.093974,PSSB_0943,Tylers Creek,2015,9,9/15/2015 0:00,258,targeted riffle,multi,,,PSSB_0943,WACoast_117780,19.53,annual,18.7,19.53,14.51,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,2.815493,1.4355,81.04839498,81.04839498,0.468188249,0.468188249,67.77429467,67.77429467,0.250783699,0.250783699,6.833855799,6.833855799,10.81077087,10.81077087,11.14158803,11.14158803,1055.062584,1055.062584
Y,NOT_CALVAL,City of Redmond,Rhithron,SampPSSB_8502_13411,47.703437,-122.0923,PSSB_0952,Monticello Creek,2015,9,9/11/2015 0:00,254,targeted riffle,multi,,,PSSB_0952,WACoast_117868,22.25,annual,21.42,22.25,15.99,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,0.216826,75.168,79.91706043,111.1850433,0.527390539,0.599957241,41.66951178,25.77705939,3.49948788,0.32447318,11.50563332,41.50502874,8.14882751,5.513880158,11.09390257,10.87920479,1067.384131,1147.300456
Y,CAL,Snohomish County,Rhithron,SampPSSB_8507_13416,47.86038,-122.332627,PSSB_0453,Lunds Gulch Creek,2015,9,9/28/2015 0:00,271,targeted riffle,multi,,,PSSB_0453,WACoast_120661,18.49,annual,17.66,18.49,13.96,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,3.953599,5.706,134.8524574,134.8524574,0.70459822,0.70459822,58.4384858,58.4384858,0,0,30.11041009,30.11041009,9.320785291,9.320785291,10.57457169,10.57457169,892.7800401,892.7800401
Y,VAL,City of Seattle,ABA,SampPSSB_8572_13478,47.403284,-121.900236,PSSB_1282,Rock Creek (Upper Cedar),2015,10,10/6/2015 0:00,279,targeted riffle,single,,,,WACoast_112738,18.17,annual,17.34,18.17,13.85,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,2.737455,12.8943,292.8275168,404.0370503,0.899771086,0.854984097,0.074730437,0.048858798,0,0,87.52001708,89.04166958,1.765935816,1.704658444,9.570951031,9.02209464,1705.22638,1928.954469
Y,CAL,City of Seattle,ABA,SampPSSB_8573_13479,47.386667,-121.847778,PSSB_1318,Taylor Creek (Upper Cedar),2015,10,10/6/2015 0:00,279,targeted riffle,single,,,,WACoast_112129,16.12,annual,15.3,16.12,12.43,WACoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,4.018288,44.8272,331.10125,694.051974,0.828156144,0.888101977,0,0.887407645,0,0,89.12601626,89.5900257,3.188624405,2.734386393,9.357704074,7.672000944,1763.240076,2506.212775
Y,CAL,City of Seattle,ABA,SampPSSB_8574_13480,47.41231,-121.921514,PSSB_1251,Webster Creek - Upper (0341),2015,10,10/6/2015 0:00,279,targeted riffle,single,,,,WACoast_113163,18.06,annual,17.23,18.06,13.77,WACoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,0.641196,5.1318,241.9360497,580.0158664,0.838411971,0.894918681,0,0,0,0,61.60220994,91.10838302,3.623401197,2.350473438,9.810912093,8.17730326,1664.812324,2257.950085
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8581_13487,47.235936,-121.950976,PSSB_1214,Newaukum Creek - N Fork,2016,8,8/25/2016 0:00,238,targeted riffle,multi,,,PSSB_1214,WACoast_110236,19.08,1993-2011,19.08,,14.32,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,7.160554,6.4476,442.9830067,442.9830067,0.529565992,0.529565992,3.922389726,3.922389726,11.65549972,11.65549972,51.29815745,51.29815745,4.185038945,4.185038945,8.928807192,8.928807192,1801.282945,1801.282945
Y,CAL,Pierce County,Rhithron,SampPSSB_8583_13489,47.084444,-122.1825,PSSB_0706,Voight Creek,2016,8,8/26/2016 0:00,239,targeted riffle,single,,,,WACoast_108390,18.24,1993-2011,18.24,,14.28,WACoast,Puget Lowland,PL,2b,Eastern Puget Riverine Lowlands,0.604464,86.8644,152.531546,556.7977396,0.383292783,0.777464376,25.12926577,2.180985536,17.114788,0.433088814,34.1778697,45.45567574,3.47132683,1.703840533,10.57239966,8.829839121,1125.120618,1543.644142
Y,CAL,Pierce County,Rhithron,SampPSSB_8584_13490,47.15135,-122.216511,PSSB_0632,Fennel Creek,2016,8,8/16/2016 0:00,229,targeted riffle,single,,,,WACoast_109699,17.99,1993-2011,17.99,,14.3,WACoast,Puget Lowland,PL,2b,Eastern Puget Riverine Lowlands,1.707854,37.3932,188.9889193,186.6434846,0.601783897,0.521300765,46.12251897,42.99605276,1.22604707,5.422643689,28.89355682,25.5583903,6.119895002,5.872516563,10.44494875,10.45776014,1150.81068,1152.2578
Y,CAL,Pierce County,Rhithron,SampPSSB_8585_13491,47.389211,-122.625041,PSSB_0295,Purdy Creek (Burley Lagoon),2016,7,7/22/2016 0:00,204,targeted riffle,single,,,,WACoast_113342,16.52,1993-2011,16.52,,13.33,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.429838,9.8487,62.07694663,81.28683725,0.691581468,0.756446984,15.16053583,10.43589509,0,0,64.97980013,71.24188979,3.80729501,2.950677666,10.95605669,10.82145934,1205.778313,1207.59734
Y,CAL,Pierce County,Rhithron,SampPSSB_8586_13492,47.025054,-122.211038,PSSB_0651,Kapowsin Creek,2016,7,7/8/2016 0:00,190,targeted riffle,single,,,,WACoast_107502,18.82,1993-2011,18.82,,14.7,WACoast,Puget Lowland,PL,2b,Eastern Puget Riverine Lowlands,1.088359,72.8514,191.8909723,415.9439676,0.775019575,0.765541682,16.60752307,4.363402762,0,1.332987424,54.29382541,39.03713587,3.60752945,1.912832642,10.38286501,9.597355102,1141.994909,1404.730668
Y,CAL,Pierce County,Rhithron,SampPSSB_8587_13493,47.317284,-122.76854,PSSB_0208,Dutchers Creek,2016,6,6/29/2016 0:00,181,targeted riffle,single,,,,WACoast_112202,16.19,1993-2011,16.19,,13.17,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.845756,7.3404,59.61811059,59.61811059,0.811690896,0.811690896,4.095144679,4.095144679,0.183913683,0.183913683,72.1922511,72.1922511,3.154296904,3.154296904,10.82097585,10.82097585,1260.608921,1260.608921
Y,CAL,Pierce County,Rhithron,SampPSSB_8589_13495,46.92601,-122.258237,PSSB_0567,Twentyfive Mile Creek (Ohop),2016,6,6/30/2016 0:00,182,targeted riffle,single,,,,WACoast_105944,18.48,1993-2011,18.48,,14.08,WACoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,4.939005,25.3755,394.4887469,514.1904994,0.728821689,0.78855201,1.316370054,1.564107111,0.227974702,0.109948572,45.39638182,46.21386771,1.27694821,1.494113174,9.865202188,9.351687275,1325.926812,1499.394515
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8610_13523,47.947106,-124.308746,PSSB_0020,Elk Creek,2013,8,8/12/2013 0:00,224,targeted riffle,multi,,,PSSB_0020,WACoast_124541,17.16,annual,16.59,17.16,13.4,WACoast,Coast Range,CR,1c,Low Olympics,2.239144,14.9004,255.0558559,255.0558559,0.761329146,0.761329146,0.453007973,0.453007973,0.767093501,0.767093501,94.28001933,94.28001933,1.23305619,1.23305619,9.834184461,9.834184461,3118.782375,3118.782375
Y,CAL,Clallam County,ESC,SampPSSB_8611_13524,48.013779,-124.471004,PSSB_0004,Thunder Creek,2013,8,8/30/2013 0:00,242,targeted riffle,multi,,,PSSB_0004,WACoast_126866,17.99,annual,17.43,17.99,13.82,WACoast,Coast Range,CR,1b,Coastal Uplands,0.832764,19.6551,122.8103239,133.9408929,0.858134788,0.811209471,0,0,0,0,84.56317269,79.08787032,0.936978307,1.014050543,10.11984894,10.10522077,2798.350595,2801.969604
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8612_13525,48.066185,-124.234594,PSSB_0029,Bear Creek (Sol Duc River),2014,9,9/5/2014 0:00,248,targeted riffle,multi,,,PSSB_0029,WACoast_127034,17.39,annual,16.75,17.39,13.19,WACoast,Coast Range,CR,1b,Coastal Uplands,0.890728,46.9521,186.9760539,408.0810596,0.781736982,0.869185127,3.645007924,0.130345608,0,0,51.98098257,88.80369568,2.402695133,1.042820033,9.80609276,9.174167549,2509.790458,2456.171219
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8613_13526,48.097749,-124.157816,PSSB_0038,Bear Creek (Sol Duc River),2014,8,8/22/2014 0:00,234,targeted riffle,multi,,,PSSB_0038,WACoast_127376,15.54,annual,14.9,15.54,12,WACoast,Coast Range,CR,1c,Low Olympics,1.00461,14.454,358.1323535,410.6592516,0.883363782,0.868591676,0,0,0,0,95.99609375,96.01494396,0.279316868,1.203065687,9.31252443,9.106647471,2410.55017,2387.988856
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8615_13528,48.071282,-124.291218,PSSB_0022,Beaver Creek (Sol Duc),2014,8,8/15/2014 0:00,227,targeted riffle,multi,,,PSSB_0022,WACoast_127243,20.24,annual,19.6,20.24,15.03,WACoast,Coast Range,CR,1b,Coastal Uplands,0.739594,38.2995,177.5535006,310.3426373,0.874187028,0.875605331,1.403658018,0.390083421,0,0,64.78094428,73.82681236,2.260959505,1.360900177,9.968993208,9.477427433,2616.423762,2514.269405
Y,CAL,Clallam County,ESC,SampPSSB_8616_13529,47.9556,-124.559949,PSSB_0001,Colby Creek,2014,8,8/29/2014 0:00,241,targeted riffle,multi,,,PSSB_0001,WACoast_125521,16.37,annual,15.73,16.37,12.59,WACoast,Coast Range,CR,1b,Coastal Uplands,1.116046,14.9481,52.75399659,78.33022518,0.501014697,0.680598617,0.195074372,0.078270817,19.67812729,6.929977723,44.28188247,63.56192426,2.018855876,2.020651134,9.696497153,9.703592247,2612.464612,2664.043653
Y,CAL,Clallam County,ESC,SampPSSB_8617_13530,47.984816,-124.550737,PSSB_0002,Dickey River,2014,9,9/12/2014 0:00,255,targeted riffle,multi,,,PSSB_0002,WACoast_126418,20.8,annual,20.16,20.8,16.58,WACoast,Coast Range,CR,1b,Coastal Uplands,0.258823,110.1474,62.58632304,117.0805933,0.765148171,0.795229771,0,0,0,0,80.02014775,65.22232935,1.811517845,1.684569218,9.617365715,9.922095041,2647.672408,2699.900216
Y,CAL,Clallam County,ESC,SampPSSB_8618_13531,48.150302,-123.936531,PSSB_0050,East Twin River,2014,9,9/10/2014 0:00,253,targeted riffle,single,,,,WACoast_127727,15.63,annual,14.98,15.63,12.02,WACoast,Coast Range,CR,1c,Low Olympics,1.410478,35.9073,90.15300494,420.8517924,0.912222176,0.868297746,2.542372881,0.446148833,0,0,64.5480226,86.09419255,1.996941735,1.231929381,9.571734105,8.809741234,1391.878061,1728.863232
Y,CAL,Clallam County,ESC,SampPSSB_8619_13532,47.95952,-124.35262,PSSB_0017,Elk Creek,2014,8,8/15/2014 0:00,227,targeted riffle,multi,,,PSSB_0017,WACoast_124545,17.98,annual,17.34,17.98,13.88,WACoast,Coast Range,CR,1c,Low Olympics,2.239144,14.9004,255.0558559,255.0558559,0.761329146,0.761329146,0.453007973,0.453007973,0.767093501,0.767093501,94.28001933,94.28001933,1.23305619,1.23305619,9.834184461,9.834184461,3118.782375,3118.782375
