site.id,cal.val,MWMT_final,eco3,lat,long,slope_nhd,ws.area_km2,elev_m,IWI,PctForCat,PctForWs
SouthMowich_2588,primary,12.83,Cascades,46.91448415,-121.8951968,4.678642,26.667,875.0270101,0.853852631,92.56756757,47.30340871
PSSB_1285,primary,14.95,Cascades,47.275939,-121.894775,3.981211,10.7109,469.7892874,0.828883459,38.52216749,61.97798504
PSSB_1287,primary,19.36,Puget Lowland,47.75381,-121.8941,6.205037,8.0451,195.8511456,0.852308224,90.27531083,67.21109744
PSSB_1289,primary,17.63,Cascades,47.47915,-121.892999,2.183344,13.0626,326.9527656,0.863164995,66.70055923,61.96775527
USU_1719,primary,13.61,Cascades,44.86898739,-121.8927616,10.851108,3.1338,1149.050448,0.852082147,65.9965537,65.9965537
USU_1720,primary,15.84,Cascades,45.44291,-121.89185,1.006118,6.9957,879.0429825,0.842360433,87.71929825,87.16068442
USU_1721,primary,15.53,Cascades,45.45448,-121.89166,7.79754,21.6603,826.6981283,0.84593269,80.10471204,92.0929073
USU_1722,primary,15.31,Cascades,45.44547,-121.89088,11.343878,2.5227,1044.161035,0.857420949,99.71459151,99.71459151
USU_1723,primary,16.88,North Cascades,48.66755,-121.8899,1.09124,53.8695,862.5018465,0.862017549,92.87434326,69.54640381
Tahoma_2198,primary,12.99,Cascades,46.74529499,-121.8892397,3.222861,40.6161,819.8467488,0.85332701,91.71205304,59.396397
USU_1724,primary,12.58,Cascades,46.2531,-121.8882,8.097465,7.9236,1034.473947,0.867274411,100,91.04952294
PSSB_1292,primary,16.81,Puget Lowland,47.415086,-121.887131,2.737455,12.8943,292.8275168,0.854984097,87.52001708,89.04166958
USU_1725,primary,17.11,Puget Lowland,47.9525,-121.887,1.009751,32.1039,218.5325373,0.880669312,52.92456636,64.27630288
USU_1726,primary,13.82,Cascades,44.89319184,-121.8869782,2.541287,60.2109,952.5345375,0.871468972,85.19855596,81.47860271
USU_1727,primary,13.44,Cascades,44.84202288,-121.8868884,5.978536,19.3914,1051.343335,0.876480268,79.79320532,87.86317646
PSSB_1293,primary,18.55,Puget Lowland,47.60582,-121.88639,1.77579,44.1216,79.83911267,0.777645887,54.34909515,62.29397846
USU_1728,primary,10.52,Cascades,45.170077,-121.88554,8.977536,4.8843,1216.514487,0.857317601,77.24341257,77.24341257
WAECY_0452,primary,18.53,Puget Lowland,47.603763,-121.884942,1.77579,44.1216,79.83911267,0.777645887,54.34909515,62.29397846
PSSB_1296,primary,19.84,Puget Lowland,47.759269,-121.884733,0.775628,26.433,195.0474906,0.859223152,92.05256571,76.8845761
ORDEQ_1153,primary,15,Cascades,45.43937746,-121.884308,11.343878,2.5227,1044.161035,0.857420949,99.71459151,99.71459151
PSSB_1297,primary,19.47,Puget Lowland,47.907231,-121.884176,0.383354,63.081,162.3600709,0.835390829,55.62444641,61.03295763
USU_1730,primary,16.4,Cascades,46.48448,-121.88388,13.63354,8.577,836.1812445,0.898071773,90.57712487,90.57712487
PSSB_1298,primary,23.25,Puget Lowland,47.565877,-121.883567,1.47798,83.8935,173.5668446,0.799560734,66.87480487,69.52314542
USU_1731,primary,14.59,Cascades,45.43347,-121.88145,11.343878,2.5227,1044.161035,0.857420949,99.71459151,99.71459151
ORDEQ_1046,primary,13.61,Cascades,45.2334662,-121.8807447,8.559571,11.8863,856.8025154,0.867766748,96.91991786,93.17028848
PSSB_1300,primary,16.77,Puget Lowland,47.726195,-121.879791,2.113207,3.9024,152.3724416,0.824080673,75.58386412,70.13376384
USU_1732,primary,13,Cascades,44.99765,-121.879,17.267968,1.0755,874.0076987,0.858209456,97.82426778,97.82426778
LakeAllen_2519,primary,10.93,Cascades,46.76158483,-121.8787189,48.387453,1.0035,1265.594496,0.87806925,82.85302594,70.76233184
NorthMowich_2913,primary,9.44,Cascades,46.91544274,-121.8770962,4.709401,24.6771,1070.756943,0.85629312,100,30.15427258
Crater_2860,primary,14.6,Cascades,46.91624192,-121.8770789,36.829296,5.2776,1091.851727,0.886569904,100,73.70395634
WAECY_0232,primary,13.73,Cascades,46.70934,-121.87491,8.93233,7.5546,1056.436582,0.899573769,84.3459614,84.3459614
USU_1733,primary,15.99,North Cascades,48.64678,-121.8749,3.94432,25.1541,741.3285773,0.875279259,98.60058309,81.50559948
Fish_2644,primary,15.18,Cascades,46.77222938,-121.8745827,8.875635,6.5169,1239.843464,0.863327333,69.32744096,69.32744096
USU_1734,primary,14.21,Cascades,44.86640049,-121.8740134,6.323521,7.7724,1132.400368,0.892040045,88.24687355,88.24687355
USU_1735,primary,11.41,Cascades,43.73187,-121.874,3.202298,11.2536,1590.914514,0.865394086,71.78678679,81.95777351
USU_1736,primary,14.25,Cascades,45.00145,-121.874,6.618239,8.7984,1030.106159,0.864913882,85.78150573,85.78150573
USU_1737,primary,12.75,Cascades,46.1758,-121.874,15.350228,4.5099,891.9747076,0.883744468,91.27918579,91.27918579
NorthMowich_2962,primary,5.62,Cascades,46.91380832,-121.8737695,19.773508,15.0048,2183.586744,0.853594693,17.12452015,17.12452015
ORDEQ_0255,primary,16,Eastern Cascades Slopes and Foothills,43.32401231,-121.8736345,2.052656,10.4463,1537.21678,0.845550177,55.81021898,66.356509
Spray_2913,primary,11.77,Cascades,46.91493052,-121.8735464,17.534115,9.4662,1272.026736,0.8678456,98.57142857,49.28693668
PSSB_1305,primary,20.24,Puget Lowland,47.884869,-121.873207,1.0498,75.699,108.3552746,0.745924215,42.66761769,57.97170372
USU_1738,primary,14.89,Cascades,45.2931,-121.87307,2.528781,45.1494,790.0692501,0.872691048,93.20122993,89.76996372
USU_1739,primary,16.05,Cascades,46.48334,-121.8721,13.63354,8.577,836.1812445,0.898071773,90.57712487,90.57712487
USU_1740,primary,14.11,Cascades,45.44713,-121.87057,6.852389,7.8642,1016.673535,0.842620352,95.4887218,95.45662623
PSSB_1306,primary,19.47,Cascades,47.479864,-121.87046,2.908231,34.3503,336.2542051,0.838581807,66.8429003,71.60112139
Nisqually_2198,primary,14.92,Cascades,46.73053151,-121.8701167,2.621855,70.5474,757.9668738,0.869780755,90.00640615,56.83668002
PSSB_1307,primary,21.06,Puget Lowland,47.660433,-121.870026,0.386735,245.2896,136.9766521,0.830333397,72.10393965,65.42466538
USU_1741,primary,13.54,Cascades,46.1731,-121.8693,15.350228,4.5099,891.9747076,0.883744468,91.27918579,91.27918579
USU_1742,primary,12.95,Cascades,45.01498,-121.868,6.618239,8.7984,1030.106159,0.864913882,85.78150573,85.78150573
USU_1743,primary,13.54,North Cascades,48.69234,-121.8677,16.683195,4.8564,1183.771929,0.867805953,82.43143069,82.43143069
PSSB_1308,primary,14.85,Cascades,47.315006,-121.867614,19.917861,2.5659,618.4202315,0.864188633,70.36127675,70.36127675
PSSB_1309,primary,14.94,Cascades,47.457834,-121.865721,3.038074,22.9464,384.9147343,0.831267672,89.69746525,74.97254471
USU_1745,primary,4.58,Cascades,44.09117,-121.86489,14.91706,18.9585,1514.892297,0.847425246,88.26666667,55.41894137
PSSB_1310,primary,20.87,Puget Lowland,47.66959,-121.86469,0.900609,238.401,170.0079429,0.829320901,79.33124121,65.16289781
USU_1746,primary,12.53,Cascades,45.1804,-121.8646,3.145843,13.4316,1109.57383,0.854728704,88.13120414,87.16161887
PSSB_1311,primary,18.46,Puget Lowland,47.610886,-121.864122,1.800596,38.5461,233.5012123,0.836635845,84.45725264,61.36729786
USU_1747,primary,13.92,Cascades,46.1834,-121.8641,8.553723,12.7989,788.0895858,0.901552813,83.07015273,74.3196681
USU_1748,primary,16.68,Cascades,46.167,-121.8636,1.086053,319.7871,678.0719335,0.878831933,90.06237006,82.41073514
WAECY_0045,primary,12.15,Cascades,46.04297,-121.85934,4.730706,25.8156,1010.198371,0.885330152,60.08184524,87.96541626
USU_1753,primary,10.17,Cascades,45.2794,-121.8576,31.511976,1.3194,1014.422571,0.865577483,92.41706161,95.63437926
WAECY_0294,primary,12.75,Cascades,47.014332,-121.85752,8.537626,10.8576,1363.20742,0.873315011,71.56830239,71.56830239
USU_1754,primary,15.42,North Cascades,48.65426,-121.85711,2.961129,21.8736,946.9851955,0.876258776,97.22998138,79.59595128
USU_1755,primary,4.35,Cascades,44.09411,-121.85662,14.91706,18.9585,1514.892297,0.847425246,88.26666667,55.41894137
PSSB_1312,primary,16.18,Puget Lowland,47.40053,-121.85634,4.843077,6.5043,436.1325903,0.899651548,88.98574789,88.98574789
USU_1756,primary,12.63,Cascades,45.2077,-121.8558,2.138597,22.9086,1005.36289,0.853857201,89.76735016,86.71328671
USU_1757,primary,14.47,Cascades,46.1801,-121.8556,8.553723,12.7989,788.0895858,0.901552813,83.07015273,74.3196681
USU_1758,primary,12.47,Cascades,45.2156,-121.8539,1.914018,18.3078,853.0909346,0.857387669,100,91.05790974
WAECY_0445,primary,17.87,Puget Lowland,47.564723,-121.853445,6.396902,1.908,146.2484292,0.698604733,58.20754717,58.20754717
WAECY_0482,primary,18.22,Puget Lowland,47.729177,-121.851739,0.690435,9.3249,255.4902546,0.831473518,69.51697128,76.8458643
PSSB_1316,primary,21.29,Puget Lowland,47.836229,-121.851106,0.739067,55.8747,113.05589,0.872072126,62.51808972,66.99257446
WAECY_0492,primary,18.24,Puget Lowland,47.770559,-121.850274,5.463685,8.4321,225.1134777,0.855699462,86.84383202,75.23748532
ORDEQ_1109,primary,18,Cascades,45.3761635,-121.8500427,10.914856,5.8176,816.4885196,0.862955493,100,97.60210396
Ranger_2112,primary,14.05,Cascades,46.99176894,-121.849911,14.00165,6.1695,936.84875,0.871433358,97.75943396,78.68708972
USU_1762,primary,20.52,North Cascades,48.518,-121.8497,0.063471,7280.1072,46.88487562,0.796476658,45.52238806,67.52612353
ORDEQ_1115,primary,16.66,Cascades,45.38504869,-121.8482498,3.62687,21.6135,736.0107307,0.862089381,96.56842955,88.04080783
PSSB_1318,primary,15.3,Cascades,47.386667,-121.847778,4.018288,44.8272,331.10125,0.888101977,89.12601626,89.5900257
ORS9-0932,primary,11.83,Cascades,45.21177,-121.8471,4.650118,16.3026,958.2755036,0.857312646,93.59104781,89.99116705
Deer_1979,primary,16.76,North Cascades,48.38650121,-121.8457288,2.068313,60.4872,736.3120758,0.891680173,85.50625711,88.0341626
PSSB_1320,primary,14.88,Cascades,47.458258,-121.845076,13.728997,3.8484,645.8185407,0.857291196,90.03741815,90.03741815
PSSB_1321,primary,18.67,Puget Lowland,47.523697,-121.844634,2.701492,7.8453,226.4177796,0.704977367,59.15721232,56.84295056
Mirror_4477,primary,10.04,Cascades,46.80199672,-121.843327,25.951158,1.5426,1612.915939,0.8678456,62.66044341,62.66044341
ORDEQ_1199,primary,15.01,Cascades,45.51664129,-121.8431982,4.005019,29.5515,934.3489893,0.84087159,79.73241728,80.41114664
WAECY_0306,primary,12.67,Cascades,47.093829,-121.841855,4.766581,6.9237,1135.135438,0.839741273,53.4904402,65.00714936
Carbon_2139,primary,14.13,Cascades,46.98974534,-121.8416361,2.89423,66.1257,664.0153333,0.865787439,54.66666667,45.8916881
USU_1764,primary,9.19,Cascades,44.09133,-121.84081,9.620486,1.4796,1771.668607,0.861851132,94.89051095,94.89051095
WAECY_0433,primary,19.59,Puget Lowland,47.53217,-121.83777,0.36786,21.5793,137.6884408,0.631480638,76.011994,50.56512491
ORDEQ_1084,primary,12.67,Cascades,45.31603343,-121.8361535,4.932584,10.6155,974.0398329,0.867367955,94.64373464,95.76091564
USU_1767,primary,10.28,Cascades,45.26193,-121.83583,21.027559,2.2266,1039.149028,0.857231116,100,94.26030719
ORDEQ_1282,primary,14.08,Cascades,45.67850558,-121.8353462,5.044452,46.9755,335.8985241,0.876348962,96.74902471,90.86694128
USU_1769,primary,12.29,Cascades,45.216665,-121.832997,6.906976,1.8126,981.7127408,0.858718254,99.7020854,99.7020854
Ipsut_2332,primary,13.65,Cascades,46.97620582,-121.8315969,12.338351,10.9035,868.4706412,0.868226065,94.80916031,70.64795708
WAECY_0477,primary,18.35,Puget Lowland,47.694965,-121.831265,3.096651,14.8986,180.9227886,0.834460436,77.31428571,72.61689018
USU_1772,primary,8.95,Cascades,44.09634,-121.83031,9.620486,1.4796,1771.668607,0.861851132,94.89051095,94.89051095
Finney_1945,primary,15.19,North Cascades,48.39995779,-121.8289583,5.095831,16.1568,787.3295933,0.91212485,85.48343657,77.08890374
Cataract_5015,primary,10.18,Cascades,46.9335053,-121.8272822,23.87453,4.1022,1717.143466,0.859356656,28.30188679,28.30188679
USU_1773,primary,6.71,North Cascades,48.71156,-121.82634,14.07867,6.3414,1782.942762,0.867831757,17.72636957,17.72636957
WAECY_0388,primary,14.95,Cascades,47.365882,-121.825577,2.359562,38.3859,402.3976729,0.887902204,93.73973353,88.92640266
USU_1774,primary,9.44,Cascades,45.26244,-121.82547,25.700538,2.5281,1116.15249,0.860213748,96.34424981,95.26521894
Pyramid_3296,primary,13.12,Cascades,46.77131905,-121.8253716,7.305589,13.0437,1199.452834,0.866148281,69.84328674,55.3232595
WAECY_0505,primary,19.39,Puget Lowland,47.80636568,-121.8250149,6.872111,27.0297,794.3929025,0.865936572,65.37475444,65.37475444
Kautz_3273,primary,9.67,Cascades,46.76916497,-121.822856,14.536339,12.4749,1915.388385,0.835201214,45.92742226,45.92742226
WAECY_0501,primary,19.35,Puget Lowland,47.803542,-121.821326,2.155709,4.3533,370.9909416,0.887674835,55.13926547,58.8381228
Finney_171,primary,23.12,North Cascades,48.51297239,-121.8209779,0.510493,139.8006,227.2500303,0.905838196,71.71104857,81.9318372
PSSB_1329,primary,16.62,Puget Lowland,47.744299,-121.820777,11.897232,7.947,504.6799264,0.804137543,51.59682899,51.59682899
Grandy_351,primary,18.46,North Cascades,48.56116974,-121.8180942,1.412982,15.8274,570.6527698,0.862818524,75.17985612,68.29864665
Canyon_3419,primary,11.47,North Cascades,48.9484376,-121.8179532,1.805084,9.0342,1160.654459,0.885933785,85.28528529,74.90535963
USU_1778,primary,10.23,Cascades,44.77777,-121.8178,14.900299,13.1211,1473.812007,0.844110451,96.0952381,87.6809109
ORDEQ_0392,primary,23.17,Eastern Cascades Slopes and Foothills,43.81269495,-121.8170037,1.612029,88.5348,1430.907475,0.869707585,97.69245319,92.33013459
Finney_1820,primary,15.54,North Cascades,48.39812471,-121.8164308,5.095831,16.1568,787.3295933,0.91212485,85.48343657,77.08890374
USU_1780,primary,6.65,Cascades,44.08012,-121.8149,0.001,0.0639,1859.35662,0.867815062,81.69014085,81.69014085
USU_1781,primary,10,Cascades,44.77132,-121.8129,14.900299,13.1211,1473.812007,0.844110451,96.0952381,87.6809109
USU_1782,primary,13.3,Cascades,46.150447,-121.808088,7.363228,1.4184,1045.923071,0.910753717,86.73857868,86.73857868
Higgins_1930,primary,15.5,North Cascades,48.36222107,-121.8071977,2.674182,23.742,715.1200221,0.886265594,98.00664452,90.57619409
Deer_1670,primary,14.95,North Cascades,48.36283821,-121.8059775,3.410417,24.8787,963.3249839,0.908041188,91.42887395,86.81402163
USU_1783,primary,11.32,Cascades,44.76966,-121.8054,5.106506,7.5978,1727.610718,0.854329314,80.03191247,83.04904051
ORDEQ_1121,primary,14.23,Cascades,45.39128477,-121.8046895,9.299318,3.8826,1100.236488,0.867651878,98.8372093,96.61566991
WAECY_0009,primary,16.4,Cascades,45.78688,-121.8043,2.268518,32.8059,435.8319893,0.872286083,94.84794275,90.76019862
USU_1785,primary,12.82,Cascades,46.72488,-121.8031,9.22263,7.5528,1010.355929,0.899576631,77.71209458,75.95328885
USU_1786,primary,8.8,Cascades,44.4998,-121.8016,10.682068,6.8094,1564.286216,0.829700025,51.59474672,60.34892942
Higgins_2299,primary,14.39,North Cascades,48.34780212,-121.8010328,7.126449,14.6133,1041.285128,0.885718899,90.98355608,90.98355608
ORDEQ_0270,primary,20.29,Eastern Cascades Slopes and Foothills,43.39189058,-121.7970613,0.415408,138.231,1425.69326,0.848554135,64.84745413,76.27384595
USU_1789,primary,9.24,Cascades,44.5021,-121.7947,10.682068,6.8094,1564.286216,0.829700025,51.59474672,60.34892942
FW08WA005,primary,15.54,Cascades,46.20886743,-121.7938865,3.534998,36.2385,996.333305,0.879624185,98.57609406,95.05029182
USU_1790,primary,10.1,North Cascades,48.69281,-121.79294,7.505481,26.244,786.1044811,0.899958918,82.32879793,59.13237311
Finney_1673,primary,16.71,North Cascades,48.40587601,-121.7922177,0.765564,20.1123,830.2765089,0.906374481,74.12723041,76.39951671
Spukwash_2988,primary,11.16,Cascades,46.96025326,-121.7907951,37.070121,3.6495,1345.084464,0.86387211,99.1160221,54.30332922
Paradise_3146,primary,15.19,Cascades,46.76532121,-121.7893748,8.644753,14.1156,1198.185645,0.863444885,79.97086672,58.88803877
USU_1791,primary,13.43,Cascades,45.26965,-121.78711,2.5649,16.299,1207.496563,0.886393794,92.23642765,86.91882938
PSSB_1333,primary,17.21,Puget Lowland,47.688545,-121.786779,0.831081,1.0287,302.6555714,0.778568916,97.14285714,49.8687664
USU_1792,primary,12.78,Cascades,44.506,-121.7863,5.955996,16.1901,1309.673534,0.770305513,65.83476764,51.86502863
PSSB_1336,primary,18.83,Puget Lowland,47.488057,-121.785286,0.276457,213.8715,141.7090485,0.800729033,11.24681251,69.11481894
PSSB_1337,primary,17.42,Puget Lowland,47.621687,-121.784871,4.019383,2.2977,284.7902358,0.857128767,68.86792453,75.75401488
USU_1796,primary,14.43,Cascades,47.0646,-121.78272,4.102897,18.7812,882.0836913,0.867683919,100,95.65842438
PSSB_1339,primary,17.7,North Cascades,47.5802,-121.78183,3.116264,22.0302,287.2336757,0.856980028,69.05342081,73.310728
Moraine_3162,primary,7.37,Cascades,46.93886351,-121.7817925,20.727359,8.8344,1739.30659,0.851688231,40.76665653,21.12876936
USU_1798,primary,11.2,Cascades,46.77631,-121.781,16.563447,6.8688,1353.97822,0.887174244,88.65877712,33.45125786
PSSB_1340,primary,16.75,North Cascades,48.277869,-121.780953,2.39103,67.1382,255.8627329,0.802344854,77.02308055,82.56655674
USU_1801,primary,13.06,Cascades,46.63897,-121.77988,6.284621,11.4579,1052.127477,0.872822414,81.39671362,64.91241851
USU_1803,primary,14.23,Cascades,47.061,-121.7791,4.102897,18.7812,882.0836913,0.867683919,100,95.65842438
PSSB_1342,primary,20.08,North Cascades,48.091067,-121.779031,0.235732,232.5204,296.2078417,0.871616343,50.35971223,84.00695165
PSSB_1343,primary,20.41,Puget Lowland,47.521714,-121.778942,0.15497,712.3887,130.0827895,0.831248243,53.15789474,74.86339971
ORDEQ_1106,primary,11.56,Cascades,45.3718058,-121.777972,18.885245,2.5038,1406.694738,0.867654277,54.6728972,54.6728972
USU_1807,primary,16.25,Eastern Cascades Slopes and Foothills,43.84042,-121.7774,0.846953,92.1663,1485.728616,0.838713884,71.70028309,86.01267491
ORDEQ_1155,primary,12.22,Cascades,45.44240527,-121.7754045,4.496993,14.0031,865.5472118,0.854855419,72.04610951,83.32155023
ORDEQ_0904,primary,15.87,Cascades,44.90039491,-121.7753289,3.693212,5.2848,1363.767386,0.843080032,91.96185286,91.96185286
ORLS-1110,primary,22.9,Eastern Cascades Slopes and Foothills,43.50132,-121.7753,0.396687,423.0999,1518.270533,0.84941039,76.24277836,80.86494466
USU_1808,primary,12.37,Cascades,45.94790089,-121.775021,7.697119,12.5334,1243.510922,0.88684871,87.43741125,87.20379147
USU_1811,primary,14.08,Eastern Cascades Slopes and Foothills,43.8249,-121.77395,0.63978,92.367,1365.824798,0.839996746,86.5470852,86.01383611
ORDEQ_1145,primary,12.41,Cascades,45.43012163,-121.7733904,5.075918,9.1836,1022.039751,0.862464129,77.43179122,87.30889847
PSSB_1345,primary,18.39,Puget Lowland,47.470956,-121.772703,0.316473,200.8935,196.2683158,0.827939553,59.53167217,70.54767825
PSSB_1346,primary,19.2,Puget Lowland,47.521023,-121.772623,0.343373,266.7069,127.2359459,0.831116836,72.97297297,71.32492635
USU_1814,primary,14.29,Eastern Cascades Slopes and Foothills,43.8334,-121.7694,0.646815,11.3877,1462.724167,0.811623052,65.66822098,65.66822098
Chenuis_3631,primary,12.14,Cascades,46.99483144,-121.7684489,4.568453,12.7944,1277.346735,0.886426559,95.37900875,92.05824423
USU_1815,primary,13.66,Eastern Cascades Slopes and Foothills,43.84689,-121.76726,0.646815,11.3877,1462.724167,0.811623052,65.66822098,65.66822098
WAECY_0513,primary,18.17,Puget Lowland,47.849324,-121.766255,4.623959,5.7447,380.8131192,0.795035944,65.9407802,65.9407802
ORDEQ_1285,primary,19.09,Cascades,45.68637773,-121.7658869,25.849222,3.0618,706.3327572,0.89403116,95.32627866,95.32627866
PSSB_1349,primary,20.88,North Cascades,47.505844,-121.762269,0.258915,441.2457,521.1553378,0.85676299,82.34415827,77.20147754
FW08OR046,primary,28.47,Eastern Cascades Slopes and Foothills,42.59955311,-121.7616774,0.008605,4012.8921,1330.05172,0.744878304,53.07597027,51.69429051
USU_1818,primary,16.47,North Cascades,48.6743,-121.75971,5.590001,30.2346,528.9043922,0.883003148,91.58134243,81.76460082
ORDEQ_1185,primary,13.42,Cascades,45.49996818,-121.7592267,2.230769,65.5407,783.9503724,0.849926459,83.86775543,78.28570644
USU_1819,primary,13.55,North Cascades,48.69545,-121.759,11.901166,6.6897,1005.080452,0.882711998,76.03928427,76.03928427
ORDEQ_1005,primary,16.27,Cascades,45.1090393,-121.7589071,1.210161,55.1304,1044.512222,0.800311953,77.13610267,89.9764921
USU_1820,primary,12.21,North Cascades,48.67998,-121.75844,7.505481,26.244,786.1044811,0.899958918,82.32879793,59.13237311
PSSB_1352,primary,20.38,Puget Lowland,47.48627,-121.757711,0.778119,438.4863,270.0575513,0.858413863,68.8903143,77.1768468
USU_1822,primary,10.83,Cascades,46.64228,-121.757331,30.24343,2.0835,1233.169564,0.922728427,78.61771058,78.61771058
PSSB_1353,primary,16.7,North Cascades,48.277938,-121.75347,2.728331,20.8089,364.6631157,0.824609581,87.85665373,92.5132996
PSSB_1355,primary,18.2,Puget Lowland,47.467888,-121.752865,0.552686,194.5107,190.7734477,0.846622367,45.06818182,70.70880934
ORDEQ_0854,primary,19.02,Cascades,44.79537933,-121.7526127,0.729281,21.0366,1458.83339,0.843735076,9.322033898,74.04380936
USU_1824,primary,12.9,Cascades,46.62585,-121.7521,6.200376,32.5539,669.6817413,0.901268807,84.59724463,71.98031572
USU_1826,primary,13.28,Cascades,46.77742,-121.7441,9.756743,7.6437,1444.209117,0.884686278,77.38190552,48.02778759
PSSB_1358,primary,18.63,Puget Lowland,47.894333,-121.743667,3.138243,12.879,189.6684611,0.818854178,67.49890495,57.27463312
Bear_930,primary,16.36,North Cascades,48.62067296,-121.7427069,7.653142,36.0297,404.8947153,0.848204303,78.21854466,73.54432593
PSSB_1359,primary,17.18,Puget Lowland,47.924532,-121.742187,2.828079,51.5601,377.2817371,0.883957463,63.44870726,72.97910594
PSSB_1360,primary,18.08,North Cascades,47.722639,-121.739274,0.863477,87.3954,472.6201336,0.849122978,44.63323178,65.18649723
Rocky_1230,primary,17.44,North Cascades,48.65365012,-121.7389759,5.590001,30.2346,528.9043922,0.883003148,91.58134243,81.76460082
USU_1828,primary,14.07,Cascades,46.61585,-121.736152,6.200376,32.5539,669.6817413,0.901268807,84.59724463,71.98031572
WFWhite_4507,primary,8.42,Cascades,46.92253592,-121.7346453,12.917608,10.4841,1927.925437,0.863769985,33.35050219,33.35050219
USU_1830,primary,14.88,Cascades,46.58612,-121.73111,0.745664,38.7702,503.8833824,0.898667242,93.52941176,74.00297135
USU_1832,primary,15.78,Cascades,46.57722,-121.7286,3.509478,54.5526,479.1770174,0.902144645,91.78390546,79.08898934
USU_1833,primary,7.53,Cascades,45.31056,-121.72802,13.569111,3.0411,1366.892791,0.864063266,84.74358974,71.41166025
USU_1834,primary,12.79,Cascades,46.78812,-121.7276,15.670989,1.566,1807.979753,0.858843469,11.32183908,11.32183908
WWAP99-0509,primary,14.09,North Cascades,48.04206,-121.72463,12.007552,3.807,952.0213452,0.882519307,89.24349882,89.24349882
Butter_3021,primary,11.98,Cascades,46.73081631,-121.7230796,6.614014,11.1942,1215.065643,0.867361247,69.07643312,51.7366136
WWAP99-0637,primary,14.59,Cascades,46.595278,-121.721667,6.200376,32.5539,669.6817413,0.901268807,84.59724463,71.98031572
USU_1837,primary,14.29,North Cascades,48.66826,-121.72036,7.505481,26.244,786.1044811,0.899958918,82.32879793,59.13237311
WAS9-0921,primary,15.05,North Cascades,48.68136,-121.72,5.130289,29.1735,438.8767561,0.881675862,93.71319709,72.46028073
PSSB_1365,primary,16.83,North Cascades,47.488376,-121.719565,18.429077,9.4059,708.9975419,0.844205544,84.73830255,84.73830255
VanHorn_3132,primary,14.67,Cascades,46.97599892,-121.7191847,7.218518,8.4402,1139.193015,0.865250332,97.98994975,80.56088718
WAECY_0553,primary,14.51,North Cascades,48.04979,-121.71737,10.83872,11.0466,748.9410183,0.887773319,87.82912413,91.33126935
USU_1840,primary,12.6,Eastern Cascades Slopes and Foothills,45.78924,-121.71525,2.654283,11.1618,707.6365481,0.901740364,88.88888889,88.88888889
PSSB_1366,primary,17.98,North Cascades,48.283557,-121.714711,13.468446,9.9027,870.3568709,0.85804791,73.47996001,73.47996001
USU_1841,primary,14.72,North Cascades,48.70298,-121.713,18.79635,5.49,608.8548311,0.909977187,86.98360656,86.98360656
USU_1842,primary,14.15,North Cascades,48.3253415,-121.7121679,13.468446,9.9027,870.3568709,0.85804791,73.47996001,73.47996001
PSSB_1367,primary,17.55,Puget Lowland,47.882114,-121.710855,2.828079,51.5601,377.2817371,0.883957463,63.44870726,72.97910594
Sandy_970,primary,15.37,North Cascades,48.6848079,-121.7099278,5.130289,29.1735,438.8767561,0.881675862,93.71319709,72.46028073
UnnamedWFWhite_3073,primary,12.22,Cascades,46.98047087,-121.7094149,20.187404,5.1885,1296.760938,0.8678456,99.4645589,84.6140503
ORDEQ_1240,primary,13.39,Cascades,45.59641415,-121.7092604,7.549229,15.3414,861.6345987,0.849587195,70.46405477,73.00246392
USU_1844,primary,18.05,North Cascades,48.25899696,-121.7088905,16.47455,6.7248,560.0696627,0.886535056,80.52730193,80.52730193
PSSB_1368,primary,16.07,North Cascades,47.74339,-121.708721,14.232693,3.7026,853.6135975,0.821551868,51.895965,51.895965
WAECY_0631,primary,19.69,North Cascades,48.45703,-121.70823,2.406223,78.9444,591.8790711,0.911588774,90.49439348,81.45948288
ORDEQ_0726,primary,12.35,Eastern Cascades Slopes and Foothills,44.51047085,-121.7078969,3.84071,36.468,977.2711806,0.819694093,80.35387431,50.97235933
USU_1846,primary,11.1,Eastern Cascades Slopes and Foothills,44.23478182,-121.7069338,3.999778,61.8759,1560.031531,0.843596492,63.45800988,64.40342686
USU_1847,primary,16.8,North Cascades,48.29980876,-121.7058119,13.468446,9.9027,870.3568709,0.85804791,73.47996001,73.47996001
WFWhite_3414,primary,10.44,Cascades,46.95995116,-121.7056043,4.079439,44.3502,1140.548525,0.853321903,77.75175644,40.05235602
PSSB_1369,primary,18.36,North Cascades,47.744648,-121.705084,1.632428,69.7302,603.1822811,0.865435236,49.71379508,67.95993701
WARF-0104,primary,16.52,Cascades,47.15195426,-121.7034924,0.001,788.4126,658.3505349,0.86993766,81.22270742,72.03697658
Nooksack_1999,primary,12.98,North Cascades,48.90720711,-121.7032611,0.46243,142.8417,963.9570272,0.853637544,80.95238095,57.13961679
USU_1849,primary,12.9,Eastern Cascades Slopes and Foothills,45.78812,-121.70192,2.654283,11.1618,707.6365481,0.901740364,88.88888889,88.88888889
USU_1850,primary,11.22,Eastern Cascades Slopes and Foothills,44.23961207,-121.7009921,3.999778,61.8759,1560.031531,0.843596492,63.45800988,64.40342686
WWAP99-0595,primary,13.94,Cascades,47.048611,-121.700833,4.597319,23.6214,836.4229352,0.904023116,68.42592593,85.3539587
