Predictor,Group,OTU_Label,OTU,OTU_high.res,OTU_low.res,OTU_med.res,OTU_comment,nOcc,Waopt,LowOcc,ProbLT10,Watol,WA_MinusTol,WA_PlusTol,ValueProb10_min,ValueProb10_max,ValueProb20_min,ValueProb20_max,WA_Rank,GAM,GAM_Rank,CurveShape,GAM_Extreme,LargeUncertainty,Ubiquitous,LowConf,Rank,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,Flag,ThermPref_JS3,ThermHiLo_JS,Therm_SH2,Therm_TITAN
WaterTemp_MWMT_93_11_C,Ephemeroptera,Lept - Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Sean: distinct from bicornuta group,1967,17.39229449,0,0,3.775522186,13.6167723,21.16781667,3.8,30.8,3.8,28.7,295,15,242.5,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,,,Neoleptophlebia/Paraleptophlebia,,eurythermal,,Indistinct taxon with Paraleptophlebia,Decreaser
WaterTemp_MWMT_93_11_C,Ephemeroptera,Bae - Paracloeodes,Paracloeodes,666,666,666,,3,27.56772811,1,1,4.915792255,22.65193586,32.48352037,NA,NA,NA,NA,884,30.8,780,*Increaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Lept - Paraleptophlebia,Paraleptophlebia,666,666,666,,196,19.37601299,0,1,2.414159341,16.96185365,21.79017234,NA,NA,NA,NA,515.5,21.5,513.5,Unimodal/Increaser,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Lept - Paraleptophlebia bicornuta,Paraleptophlebia bicornuta group,Paraleptophlebia bicornuta group,Paraleptophlebia bicornuta group,Paraleptophlebia bicornuta group,,196,19.37601299,0,1,2.414159341,16.96185365,21.79017234,NA,NA,NA,NA,515.5,21.5,513.5,Unimodal/Increaser,0,0,0,1,Species,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,,,Paraleptophlebia,LowProbOcc,cool,,cool/warm (narrow tolerance),Increaser
WaterTemp_MWMT_93_11_C,Ephemeroptera,Bae - Plauditus,Plauditus,666,666,666,,4,27.74794862,1,1,1.835433543,25.91251507,29.58338216,NA,NA,NA,NA,885,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Polymitarcyidae,Polymitarcyidae,666,666,666,,13,29.40528663,1,0,0.749651112,28.65563551,30.15493774,28.3,30.8,29.2,30.8,893.5,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Potamanthidae,Potamanthidae,666,666,666,,1,15.79,1,1,NA,NA,NA,NA,NA,NA,NA,168,15.8,265.5,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Hept - Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,,1947,15.67319841,0,0,4.162194494,11.51100391,19.8353929,3.8,30.8,3.8,30.8,156,3.8,51.5,*Decreaser,1,1,1,0,Genus,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Rhithrogena,,eurythermal,,cold (tolerance too high for core cold; occurs across entire gradient),Decreaser
WaterTemp_MWMT_93_11_C,Ephemeroptera,Ephll - Serratella,Serratella,Serratella,Serratella,Serratella,,33,20.6132157,0,1,2.045237589,18.56797811,22.65845329,NA,NA,NA,NA,640,21.1,504,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,,,Serratella,LowProbOcc,warm,,warm,
WaterTemp_MWMT_93_11_C,Ephemeroptera,Ephll - Serratella levis,Serratella levis,666,666,666,,5,22.6599979,1,1,1.867001518,20.79299639,24.52699942,NA,NA,NA,NA,758,23.2,555,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Ephll - Serratella micheneri,Serratella micheneri,666,666,666,,28,20.51008779,1,1,2.011111825,18.49897596,22.52119961,NA,NA,NA,NA,630,20.6,485.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Siphlonuridae,Siphlonuridae,666,666,666,,4,18.15155683,1,1,1.38883521,16.76272162,19.54039204,NA,NA,NA,NA,386,18.3,391,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Siphlonurus,Siphlonurus,666,666,666,,3,18.67011945,1,1,1.767768569,16.90235088,20.43788801,NA,NA,NA,NA,441,18.9,416,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Hept - Stenacron,Stenacron,666,666,666,,1,19.37,1,1,NA,NA,NA,NA,NA,NA,NA,514,19.4,440,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Ephemeroptera,Ephll - Timpanoga,Timpanoga,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba,,301,18.91323008,0,0,2.415525672,16.49770441,21.32875576,17.8,22.5,NA,NA,474,20.3,475,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,,,Timpanoga,,cool,,,
WaterTemp_MWMT_93_11_C,Ephemeroptera,Lept - Tricorythodes,Tricorythodes,Leptohyphidae,Leptohyphidae,Leptohyphidae,,281,24.30109761,0,0,3.157601353,21.14349625,27.45869896,21,30.8,22.7,30.8,815,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Ephemeroptera,Leptohyphidae,,,Tricorythodes,,warm,hot,warm -+,Increaser
WaterTemp_MWMT_93_11_C,Gastropoda,Ancylidae,Ancylidae,Ferrissia,Ferrissia,Ferrissia,"almost all data at genus level, same thermal responses",289,22.48587578,0,0,2.721151617,19.76472416,25.2070274,19.9,30.8,22.6,30.8,745,26.7,644,Unimodal/Increaser,0,0,0,0,Family,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,,,warm,,warm -+ (almost all info at genus),
WaterTemp_MWMT_93_11_C,Gastropoda,Basommatophora,Basommatophora,666,666,666,ambiguous across multiple families that we want to keep in the models,729,22.28796188,0,0,3.350277049,18.93768483,25.63823893,17.1,30.8,19.5,30.8,739,30.8,780,*Increaser,1,1,0,0,Suborder,Mollusca,Gastropoda,Basommatophora,,,,,,cool,,warm (too broad?),
WaterTemp_MWMT_93_11_C,Gastropoda,Ancy - Ferrissia,Ferrissia,Ferrissia,Ferrissia,Ferrissia,,281,22.52163634,0,0,2.715845737,19.80579061,25.23748208,19.9,30.8,22.8,30.8,752,27.1,652,Unimodal/Increaser,0,0,0,0,Genus,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,Ferrissia,,warm,,warm -+,Increaser
WaterTemp_MWMT_93_11_C,Gastropoda,Lymn - Fisherola,Fisherola,666,666,666,,2,23.88871652,1,1,0.106066017,23.7826505,23.99478253,NA,NA,NA,NA,792.5,23.9,580,*Unimodal,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Lymn - Fisherola nuttalli,Fisherola nuttalli,666,666,666,,2,23.88871652,1,1,0.106066017,23.7826505,23.99478253,NA,NA,NA,NA,792.5,23.9,580,*Unimodal,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Hydro - Fluminicola,Fluminicola,Fluminicola,Truncatelloidea,Truncatelloidea,,158,22.94046408,0,0,2.197969372,20.74249471,25.13843345,21.3,25.3,NA,NA,768,23.4,561,*Unimodal,0,0,0,0,Genus,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,,,Fluminicola,,warm,,warm +,
WaterTemp_MWMT_93_11_C,Gastropoda,_Gastropoda,Gastropoda,666,666,666,,1746,20.55948715,0,0,3.173468447,17.3860187,23.7329556,11.8,30.8,14.9,30.8,634,25.3,620.5,Unimodal/Increaser,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Plan - Gyraulus,Gyraulus,Gyraulus,Gyraulus,Gyraulus,,106,22.55462222,0,0,4.602379971,17.95224225,27.15700219,25.5,30.8,27.9,30.8,755,30.8,780,*Increaser,1,1,0,0,Genus,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,Gyraulus,,warm,,warm,
WaterTemp_MWMT_93_11_C,Gastropoda,Plan - Helisoma,Helisoma,666,666,666,,3,22.09922197,1,1,0.519453309,21.57976866,22.61867528,NA,NA,NA,NA,734,22.5,539,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Hydrobiidae,Hydrobiidae,666,Truncatelloidea,Truncatelloidea,,180,22.69135296,0,0,2.183215396,20.50813756,24.87456835,21,25.6,NA,NA,759,23.5,563,*Unimodal,0,0,0,0,Family,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,,,,,warm,,warm +,
WaterTemp_MWMT_93_11_C,Gastropoda,Pleur - Juga,Juga,Juga,Juga,Juga,,991,20.07492878,0,0,2.461146354,17.61378242,22.53607513,15.5,27,16.6,26,586.5,19.6,452,*Unimodal,0,0,0,0,Genus,Mollusca,Gastropoda,Neotaenioglossa,Pleuroceridae,,,Juga,,cool,,warm,Increaser
WaterTemp_MWMT_93_11_C,Gastropoda,Lymn - Lanx,Lanx,666,666,666,,2,25.75352506,1,1,3.39411255,22.35941251,29.14763761,NA,NA,NA,NA,854,30.8,780,Flat,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Lithoglyphidae,Lithoglyphidae,666,666,666,,102,16.06553634,0,1,2.357754975,13.70778136,18.42329131,NA,NA,NA,NA,188.5,15.7,262.5,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,,126,22.7561045,0,0,3.117727035,19.63837746,25.87383153,22.8,30.8,28.6,30.8,762,30.8,780,*Increaser,1,1,0,0,Family,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,,,warm,,warm +,
WaterTemp_MWMT_93_11_C,Gastropoda,Plan - Menetus,Menetus,Menetus,Menetus,Menetus,,79,19.71626062,0,1,3.901475445,15.81478517,23.61773606,NA,NA,NA,NA,556,26.9,648,Unimodal/Increaser,0,0,0,1,Genus,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,Menetus,LowProbOcc,cool,,warm,
WaterTemp_MWMT_93_11_C,Gastropoda,Physella,Physella,Physella,Physella,Physella,,341,23.03001225,0,0,2.913156533,20.11685572,25.94316878,19.9,30.8,21.7,30.8,773.5,30.8,780,*Increaser,1,1,0,0,Genus,Mollusca,Gastropoda,Basommatophora,Physidae,,,Physella,,warm,,warm +,Increaser
WaterTemp_MWMT_93_11_C,Gastropoda,Physidae,Physidae,666,666,666,,341,23.03001225,0,0,2.913156533,20.11685572,25.94316878,19.9,30.8,21.7,30.8,773.5,30.8,780,*Increaser,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Plan - Planorbella,Planorbella,666,666,666,,13,22.96766953,1,1,2.502821046,20.46484848,25.47049057,NA,NA,NA,NA,770,30.8,780,*Increaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Planorbidae,Planorbidae,666,666,666,some differences between the two genera,335,21.42081692,0,0,3.856131877,17.56468505,25.2769488,20,30.8,24,30.8,694,30.8,780,*Increaser,1,0,0,0,Family,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,,,warm,,warm,
WaterTemp_MWMT_93_11_C,Gastropoda,Pleuroceridae,Pleuroceridae,666,666,666,,991,20.07492878,0,0,2.461146354,17.61378242,22.53607513,15.5,27,16.6,26,586.5,19.6,452,*Unimodal,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Hydro - Potamopyrgus,Potamopyrgus,666,666,666,,24,21.30136228,1,1,1.647349905,19.65401238,22.94871219,NA,NA,NA,NA,687.5,24.2,592,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Hydro - Potamopyrgus antipodarum,Potamopyrgus antipodarum,666,666,666,,24,21.30136228,1,1,1.647349905,19.65401238,22.94871219,NA,NA,NA,NA,687.5,24.2,592,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Lith - Pristinicola,Pristinicola,Pristinicola,Pristinicola,Pristinicola,,102,16.06553634,0,1,2.357754975,13.70778136,18.42329131,NA,NA,NA,NA,188.5,15.7,262.5,*Unimodal,0,0,0,1,Genus,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,,,Pristinicola,LowProbOcc,cold,,,
WaterTemp_MWMT_93_11_C,Gastropoda,Lymn - Radix,Radix,666,666,666,,7,24.24507399,1,1,3.380605762,20.86446822,27.62567975,NA,NA,NA,NA,814,30.8,780,*Increaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Truncatelloidea,Truncatelloidea,666,Truncatelloidea,666,ambiguous across multiple families that we want to keep in the models,281,20.55286628,0,0,3.831630742,16.72123554,24.38449703,20.4,25.8,NA,NA,633,23.3,558.5,*Unimodal,0,0,0,0,Superfamily,Mollusca,Gastropoda,Littorinimorpha,,,,,,cool,,warm,Increaser
WaterTemp_MWMT_93_11_C,Gastropoda,Valvata,Valvata,666,666,666,,18,24.15164139,1,0,5.227859589,18.9237818,29.37950098,28.8,30.8,29.6,30.8,807.5,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Valvatidae,Valvatidae,666,666,666,,18,24.15164139,1,0,5.227859589,18.9237818,29.37950098,28.8,30.8,29.6,30.8,807.5,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Gastropoda,Plan - Vorticifex,Vorticifex,666,666,666,,26,22.28925759,1,1,2.371802114,19.91745547,24.6610597,NA,NA,NA,NA,740,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Isopoda,Asellidae,Asellidae,Asellidae,Asellidae,Asellidae,,147,21.89303974,0,0,3.096244076,18.79679567,24.98928382,24,30.8,NA,NA,726,30.8,780,*Increaser,1,1,0,0,Family,Arthropoda,Malacostraca,Isopoda,Asellidae,,,,,warm,,warm,
WaterTemp_MWMT_93_11_C,Isopoda,Caecidotea,Caecidotea,Asellidae,Asellidae,Asellidae,,146,21.89290411,0,0,3.097055324,18.79584879,24.98995943,24.2,30.8,NA,NA,725,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,,warm,,warm,
WaterTemp_MWMT_93_11_C,Isopoda,_Isopoda,Isopoda,666,666,666,,168,21.94438179,0,0,3.08045499,18.8639268,25.02483678,22.4,30.8,NA,NA,729,30.8,780,*Increaser,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Isopoda,Sphaeromatidae,Sphaeromatidae,666,666,666,,1,24.16,1,1,NA,NA,NA,NA,NA,NA,NA,810,24.2,592,*Unimodal,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Megaloptera,Corydalidae,Corydalidae,Corydalidae,Corydalidae,Corydalidae,"only a single genera, similar optima to family",148,16.3962057,0,1,2.089189086,14.30701661,18.48539478,NA,NA,NA,NA,207,17.2,336.5,*Unimodal,0,0,0,1,Family,Arthropoda,Insecta,Megaloptera,Corydalidae,,,,LowProbOcc,cold,,cold,
WaterTemp_MWMT_93_11_C,Megaloptera,Dysmicohermes,Dysmicohermes,666,666,666,,2,11.08393491,1,1,0.445477272,10.63845764,11.52941218,NA,NA,NA,NA,9,11,139,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Megaloptera,_Megaloptera,Megaloptera,666,666,666,,562,19.17545852,0,0,2.851563804,16.32389472,22.02702232,15,28,23.1,24.2,493,23.7,571,*Unimodal,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Megaloptera,Orohermes,Orohermes,Corydalidae,Corydalidae,Corydalidae,,115,16.61686075,0,1,1.981678177,14.63518257,18.59853892,NA,NA,NA,NA,226,17.1,327.5,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Megaloptera,Corydalidae,,,Orohermes,LowProbOcc,cold,,,
WaterTemp_MWMT_93_11_C,Megaloptera,Sialidae,Sialidae,666,666,666,,417,19.54760008,0,0,2.730530812,16.81706926,22.27813089,17.1,28,23,24.2,539.5,23.6,566,Unimodal/Increaser,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Megaloptera,Sialis,Sialis,Sialis,Sialis,Sialis,,417,19.54760008,0,0,2.730530812,16.81706926,22.27813089,17.1,28,23,24.2,539.5,23.6,566,Unimodal/Increaser,0,0,0,0,Genus,Arthropoda,Insecta,Megaloptera,Sialidae,,,Sialis,,warm,,warm,Increaser
WaterTemp_MWMT_93_11_C,Mites,_Acari,Acari,666,666,666,,3585,18.1151152,0,0,3.734749996,14.3803652,21.84986519,3.8,30.8,3.8,30.8,381,16.8,311.5,Unimodal/Increaser,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Albertathyas,Albertathyas,666,666,666,,4,12.61193828,1,1,3.941544189,8.670394094,16.55348247,NA,NA,NA,NA,34,3.8,51.5,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Albertathyas montana,Albertathyas montana,666,666,666,,1,11.41,1,1,NA,NA,NA,NA,NA,NA,NA,14,11.4,151,*Unimodal,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Anisitsiellidae,Anisitsiellidae,666,666,666,,5,19.15044441,1,1,2.404038759,16.74640565,21.55448317,NA,NA,NA,NA,488,19.6,452,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Arrenuridae,Arrenuridae,666,Trombidiformes,Arrenuridae,almost entirely due to one genera,52,21.56902561,0,0,5.836482952,15.73254266,27.40550857,28.1,30.8,29.5,30.8,704,30.8,780,*Increaser,1,1,0,0,Family,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,,,,,warm,,warm,
WaterTemp_MWMT_93_11_C,Mites,Arrenurus,Arrenurus,Arrenurus,Trombidiformes,Arrenuridae,,51,21.61173956,0,0,5.826172175,15.78556739,27.43791174,28.1,30.8,29.5,30.8,709,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,,,Arrenurus,,warm,,warm,
WaterTemp_MWMT_93_11_C,Mites,Athienemanniidae,Athienemanniidae,Athienemanniidae,Trombidiformes,Athienemanniidae,,34,15.27861341,0,1,2.450639687,12.82797372,17.72925309,NA,NA,NA,NA,127,14,209,*Unimodal,0,0,0,1,Family,Arthropoda,Arachnida,Trombidiformes,Athienemanniidae,,,,LowProbOcc,core cold,,core cold,
WaterTemp_MWMT_93_11_C,Mites,Atractides,Atractides,Atractides,Trombidiformes,Hygrobatidae,,434,19.16376962,0,0,3.170739757,15.99302987,22.33450938,15.5,26.7,NA,NA,491,21,501,*Unimodal,0,0,0,0,Genus,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,,,Atractides,,cool,,cool - eurythermal?,
WaterTemp_MWMT_93_11_C,Mites,Aturidae,Aturidae,666,666,666,,15,16.35022446,1,1,3.246889185,13.10333527,19.59711364,NA,NA,NA,NA,202,3.8,51.5,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Aturus,Aturus,666,666,666,,12,16.90370086,1,1,3.434252118,13.46944874,20.33795298,NA,NA,NA,NA,250,3.8,51.5,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Bandakiopsis,Bandakiopsis,666,666,666,,1,18.66,1,1,NA,NA,NA,NA,NA,NA,NA,438,18.7,408,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Brachypoda,Brachypoda,666,666,666,,3,14.96854342,1,1,2.786471075,12.18207235,17.7550145,NA,NA,NA,NA,103,14.1,215,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Chelomideopsis,Chelomideopsis,666,666,666,,6,17.62948403,1,1,2.006387134,15.6230969,19.63587116,NA,NA,NA,NA,323,16.8,311.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Corticacarus,Corticacarus,666,666,666,,1,18.43,1,1,NA,NA,NA,NA,NA,NA,NA,417,18.4,396.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Estelloxus,Estelloxus,Estelloxus,Trombidiformes,Lebertiidae,,64,15.30234351,0,1,2.181744312,13.12059919,17.48408782,NA,NA,NA,NA,130,14,209,*Unimodal,0,0,0,1,Genus,Arthropoda,Arachnida,Trombidiformes,Lebertiidae,,,Estelloxus,LowProbOcc,core cold,,core cold,
WaterTemp_MWMT_93_11_C,Mites,Eylaidae,Eylaidae,666,666,666,,2,17.17083176,1,1,2.446589463,14.7242423,19.61742122,NA,NA,NA,NA,275.5,17.4,349.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Eylais,Eylais,666,666,666,,2,17.17083176,1,1,2.446589463,14.7242423,19.61742122,NA,NA,NA,NA,275.5,17.4,349.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Feltria,Feltria,666,666,666,,2,24.03843225,1,0,10.74095201,13.29748024,34.77938426,30.4,30.8,30.8,30.8,800.5,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Feltriidae,Feltriidae,666,666,666,,2,24.03843225,1,0,10.74095201,13.29748024,34.77938426,30.4,30.8,30.8,30.8,800.5,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Forelia,Forelia,666,666,666,,4,23.94850082,1,1,2.232562863,21.71593795,26.18106368,NA,NA,NA,NA,797,30.8,780,Flat,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Frontipoda,Frontipoda,666,666,666,,3,23.82583374,1,1,1.05251259,22.77332115,24.87834633,NA,NA,NA,NA,790,24,585.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Gereckea,Gereckea,666,666,666,,2,20.14937281,1,1,2.022325394,18.12704741,22.1716982,NA,NA,NA,NA,596,21.8,522,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Hydrachna,Hydrachna,666,666,666,,4,19.5101865,1,1,1.915624059,17.59456244,21.42581056,NA,NA,NA,NA,535.5,20.7,488,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Hydrachnidae,Hydrachnidae,666,666,666,,4,19.5101865,1,1,1.915624059,17.59456244,21.42581056,NA,NA,NA,NA,535.5,20.7,488,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Hydrodroma,Hydrodroma,666,666,666,,12,26.65051611,1,0,4.028912282,22.62160383,30.6794284,29,30.8,29.7,30.8,869.5,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Hydrodromidae,Hydrodromidae,666,666,666,,12,26.65051611,1,0,4.028912282,22.62160383,30.6794284,29,30.8,29.7,30.8,869.5,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Hydrovolzia,Hydrovolzia,666,666,666,,15,11.74975252,1,1,2.662638993,9.087113524,14.41239151,NA,NA,NA,NA,16,3.8,51.5,*Decreaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Hydrovolziidae,Hydrovolziidae,666,666,666,,16,11.80265119,1,1,2.614533066,9.18811812,14.41718425,NA,NA,NA,NA,17,3.8,51.5,*Decreaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Mites,Hydryphantes,Hydryphantes,666,666,666,,1,25.32,1,1,NA,NA,NA,NA,NA,NA,NA,848,25.3,620.5,*Unimodal,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
