TaxaID_v2,OTU,OTU_high.res,OTU_low.res,OTU_med.res,OTU_comment,nOcc,WAopt,Flag,ThermPref_JS3,ThermHiLo_JS,Therm_SH2,Therm_TITAN,WAtol,CurveShape,WA_MinusTol,WA_PlusTol,GAM,ValueProb10_min,ValueProb10_max,ValueProb20_min,ValueProb20_max,WA_Rank,GAM_Rank,Ubiquitous,Comment,RAW_DATA_OCCUR,RAI_TAXON,Taxon_Group,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Pseudorthocladius,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,12,Pseudorthocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudorthocladius,,,,,
Pseudosmittia,Pseudosmittia,Pseudosmittia,Orthocladiinae,Pseudosmittia,,41,20.23987683,LowProbOcc,cool,,warm,,2.753046329,Flat,17.4868305,22.99292316,3.8,NA,NA,NA,NA,612,51.5,0,,41,Pseudosmittia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudosmittia,,,,,
Psilometriocnemus,Psilometriocnemus,Psilometriocnemus,Orthocladiinae,Psilometriocnemus,,141,17.00693701,LowProbOcc,cold,,cool,,2.618394171,*Unimodal,14.38854284,19.62533118,16.4,NA,NA,NA,NA,259,288,0,,141,Psilometriocnemus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psilometriocnemus,,,,,
Rheocricotopus,Rheocricotopus,Rheocricotopus,Orthocladiinae,Rheocricotopus,,807,17.58095336,,eurythermal,,eurythermal,,3.980709104,*Decreaser,13.60024426,21.56166247,3.8,3.8,30.8,3.8,24.7,318,51.5,0,,807,Rheocricotopus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheocricotopus,,,,,
Rheosmittia,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,15,Rheosmittia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheosmittia,,,,,
Smittia,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,11,Smittia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Smittia,,,,,
Stictocladius,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,1,Stictocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Stictocladius,,,,,
Stilocladius,Stilocladius,Stilocladius,Orthocladiinae,Stilocladius,,47,15.53451351,,cold,,core-cold (could go cold),,4.762402931,*Decreaser,10.77211057,20.29691644,3.8,3.8,5.3,NA,NA,150,51.5,0,,47,Stilocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Stilocladius,,,,,
Symbiocladius,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,4,Symbiocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Symbiocladius,,,,,
Synorthocladius,Synorthocladius,Synorthocladius,Orthocladiinae,Synorthocladius,,382,19.17626221,,cool,,cool,Increaser,3.399395145,Unimodal/Increaser,15.77686707,22.57565736,21.8,16.9,27.9,NA,NA,494,522,0,,382,Synorthocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Synorthocladius,,,,,
Thienemannia,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,3,Thienemannia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Thienemannia,,,,,
Thienemanniella,Thienemanniella,Thienemanniella,Orthocladiinae,Thienemanniella,,825,19.38073387,,eurythermal,,eurythermal,Increaser,4.201270265,*Increaser,15.1794636,23.58200413,30.8,3.8,30.8,16.5,30.8,517,780,0,,825,Thienemanniella,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Thienemanniella,,,,,
Tokunagaia,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,3,Tokunagaia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tokunagaia,,,,,
Tvetenia bavarica group,Tvetenia bavarica group,Tvetenia bavarica group,Orthocladiinae,Tvetenia,,1183,17.36133739,,eurythermal,,cold,Decreaser,3.479083778,*Unimodal,13.88225361,20.84042117,17.2,3.8,25.8,9,22.6,292,336.5,0,,1183,Tvetenia Bavarica Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tvetenia,,Bavarica Gr.,,,
Tvetenia discoloripes group,Tvetenia discoloripes group,Tvetenia discoloripes group,Orthocladiinae,Tvetenia,,34,21.54333374,LowProbOcc,warm,,warm,,3.568745979,*Increaser,17.97458776,25.11207972,30.8,NA,NA,NA,NA,701,780,0,,34,Tvetenia Discoloripes Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tvetenia,,Discoloripes Gr.,,,
Tvetenia,Tvetenia,666,Orthocladiinae,Tvetenia,,1456,17.51351297,,eurythermal,,cold/cool,,3.755745861,*Unimodal,13.75776711,21.26925883,17.2,3.8,30.8,3.8,25.5,313,336.5,0,,407,Tvetenia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tvetenia,,,,,
Xylotopus,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,1,Xylotopus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Xylotopus,,,,,
Orthocladiinae,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,1924,Orthocladiinae,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,,,,,,
Boreochlus,Boreochlus,Podonominae,Podonominae,Podonominae,,72,16.83017347,LowProbOcc,cold,,cool,,3.085357821,*Decreaser,13.74481565,19.91553129,3.8,NA,NA,NA,NA,241.5,51.5,0,,72,Boreochlus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Boreochlini,,Boreochlus,,,,,
Parochlus,Podonominae,Podonominae,Podonominae,Podonominae,,85,16.67049385,LowProbOcc,cold,,cold,,3.15311798,*Decreaser,13.51737587,19.82361183,3.8,NA,NA,NA,NA,232,51.5,0,,5,Parochlus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Podonomini,,Parochlus,,,,,
Podonominae,Podonominae,Podonominae,Podonominae,Podonominae,,85,16.67049385,LowProbOcc,cold,,cold,,3.15311798,*Decreaser,13.51737587,19.82361183,3.8,NA,NA,NA,NA,232,51.5,0,,8,Podonominae,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,,,,,,,,
Monodiamesa,Monodiamesa,Monodiamesa,Prodiamesinae,Prodiamesinae,,91,17.92942557,LowProbOcc,cool,,cold/cool,,3.209426018,*Unimodal,14.71999955,21.13885159,19.1,NA,NA,NA,NA,360,423,0,,91,Monodiamesa,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Monodiamesa,,,,,
Odontomesa,Odontomesa,Odontomesa,Prodiamesinae,Prodiamesinae,,107,20.41069061,LowProbOcc,cool,,warm,,3.047625625,*Unimodal,17.36306498,23.45831623,21.9,NA,NA,NA,NA,626,527,0,,107,Odontomesa,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Odontomesa,,,,,
Prodiamesa,Prodiamesa,Prodiamesa,Prodiamesinae,Prodiamesinae,,85,19.72711881,LowProbOcc,cool,,cool/warm,,2.622809213,*Unimodal,17.1043096,22.34992803,20.8,NA,NA,NA,NA,558,493,0,,85,Prodiamesa,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Prodiamesa,,,,,
Prodiamesinae,Prodiamesinae,666,Prodiamesinae,Prodiamesinae,,244,19.43823374,LowProbOcc,cool,,cool/warm,,3.111382497,*Unimodal,16.32685125,22.54961624,21.2,NA,NA,NA,NA,525,506,0,,10,Prodiamesinae,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,,,,,,
Alotanypus,Alotanypus,Coelotanypodini,Tanypodinae,Coelotanypodini,,42,20.51566515,LowProbOcc,cool,,warm,,2.555595091,*Unimodal,17.96007006,23.07126024,23.8,NA,NA,NA,NA,631,576,0,,42,Alotanypus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Coelotanypodini,,Alotanypus,,,,,
Clinotanypus,Coelotanypodini,Coelotanypodini,Tanypodinae,Coelotanypodini,,45,20.59105928,LowProbOcc,warm,,warm,,2.702468034,*Increaser,17.88859125,23.29352732,30.8,NA,NA,NA,NA,637,780,0,,3,Clinotanypus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Coelotanypodini,,Clinotanypus,,,,,
Apsectrotanypus,Macropelopiini,666,Tanypodinae,Macropelopiini,,397,18.8610337,,eurythermal,,cool,,3.431690838,*Unimodal,15.42934287,22.29272454,16,11.5,20.5,NA,NA,467,274,0,,4,Apsectrotanypus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Apsectrotanypus,,,,,
Bilyjomyia,Macropelopiini,666,Tanypodinae,Macropelopiini,,397,18.8610337,,eurythermal,,cool,,3.431690838,*Unimodal,15.42934287,22.29272454,16,11.5,20.5,NA,NA,467,274,0,,29,Bilyjomyia algens,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Bilyjomyia,,,,,
Brundiniella,Brundiniella,Brundiniella,Tanypodinae,Macropelopiini,,255,18.79437218,LowProbOcc,eurythermal,,warm,,3.146456357,*Unimodal,15.64791582,21.94082853,16.5,NA,NA,NA,NA,460,293.5,0,,255,Brundiniella,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Brundiniella,,,,,
Bethbilbeckia,Macropelopia,Macropelopia,Tanypodinae,Macropelopiini,,73,17.28908753,LowProbOcc,cold,,cool,,2.604566297,*Decreaser,14.68452123,19.89365383,3.8,NA,NA,NA,NA,282,51.5,0,,5,Macropelopia (Bethbilbeckia),Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,Bethbilbeckia,,,,
Macropelopia,Macropelopia,Macropelopia,Tanypodinae,Macropelopiini,,73,17.28908753,LowProbOcc,cold,,cool,,2.604566297,*Decreaser,14.68452123,19.89365383,3.8,NA,NA,NA,NA,282,51.5,0,,73,Macropelopia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,,,,,
Psectrotanypus,Macropelopiini,666,Tanypodinae,Macropelopiini,,397,18.8610337,,eurythermal,,cool,,3.431690838,*Unimodal,15.42934287,22.29272454,16,11.5,20.5,NA,NA,467,274,0,,16,Psectrotanypus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Psectrotanypus,,,,,
Radotanypus,Radotanypus,Radotanypus,Tanypodinae,Macropelopiini,,59,21.13824084,LowProbOcc,warm,,warm,,3.104954356,*Unimodal,18.03328648,24.24319519,23.3,NA,NA,NA,NA,672,558.5,0,,59,Radotanypus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Radotanypus,,,,,
Macropelopiini,Macropelopiini,666,Tanypodinae,Macropelopiini,,397,18.8610337,,eurythermal,,cool,,3.431690838,*Unimodal,15.42934287,22.29272454,16,11.5,20.5,NA,NA,467,274,0,,6,Macropelopiini,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,,,,,,
Natarsia,Natarsia,Natarsia,Tanypodinae,Natarsiini,roll up to tribe?,73,18.96248407,LowProbOcc,cool,,cool,,2.211297199,*Unimodal,16.75118687,21.17378127,19.4,NA,NA,NA,NA,475.5,440,0,,73,Natarsia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Natarsiini,,Natarsia,,,,,
Conchapelopia,Thienemannimyia group,Thienemannimyia group,Tanypodinae,Pentaneurini,,1259,20.0249885,,cool,,warm,Increaser,3.390810081,Unimodal/Increaser,16.63417842,23.41579858,23.7,12.6,30.8,15,30.8,580,571,0,,65,Conchapelopia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,Conchapelopia,,,,,
Helopelopia,Thienemannimyia group,Thienemannimyia group,Tanypodinae,Pentaneurini,,1259,20.0249885,,cool,,warm,Increaser,3.390810081,Unimodal/Increaser,16.63417842,23.41579858,23.7,12.6,30.8,15,30.8,580,571,0,,5,Helopelopia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,Helopelopia,,,,,
Meropelopia,Thienemannimyia group,Thienemannimyia group,Tanypodinae,Pentaneurini,,1259,20.0249885,,cool,,warm,Increaser,3.390810081,Unimodal/Increaser,16.63417842,23.41579858,23.7,12.6,30.8,15,30.8,580,571,0,,4,Meropelopia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,Meropelopia,,,,,
Rheopelopia,Thienemannimyia group,Thienemannimyia group,Tanypodinae,Pentaneurini,,1259,20.0249885,,cool,,warm,Increaser,3.390810081,Unimodal/Increaser,16.63417842,23.41579858,23.7,12.6,30.8,15,30.8,580,571,0,,29,Rheopelopia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,Rheopelopia,,,,,
Thienemannimyia group,Thienemannimyia group,Thienemannimyia group,Tanypodinae,Pentaneurini,,1259,20.0249885,,cool,,warm,Increaser,3.390810081,Unimodal/Increaser,16.63417842,23.41579858,23.7,12.6,30.8,15,30.8,580,571,0,,1259,Thienemannimyia Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Ablabesmyia,Ablabesmyia,Ablabesmyia,Tanypodinae,Pentaneurini,,106,22.70806082,,warm,,warm-- +,,3.973357338,*Increaser,18.73470348,26.68141816,30.8,25.3,30.8,28.5,30.8,761,780,0,,106,Ablabesmyia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Ablabesmyia,,,,,
Guttipelopia,Tanypodinae,666,Tanypodinae,666,,2734,19.08524044,,eurythermal,,eurythermal,Decreaser,3.746195955,Unimodal/Increaser,15.33904449,22.8314364,21.4,3.8,30.8,5.7,30.8,485,510.5,0,,2,Guttipelopia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Guttipelopia,,,,,
Krenopelopia,Tanypodinae,666,Tanypodinae,666,,2734,19.08524044,,eurythermal,,eurythermal,Decreaser,3.746195955,Unimodal/Increaser,15.33904449,22.8314364,21.4,3.8,30.8,5.7,30.8,485,510.5,0,,19,Krenopelopia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Krenopelopia,,,,,
Labrundinia,Tanypodinae,666,Tanypodinae,666,,2734,19.08524044,,eurythermal,,eurythermal,Decreaser,3.746195955,Unimodal/Increaser,15.33904449,22.8314364,21.4,3.8,30.8,5.7,30.8,485,510.5,0,,22,Labrundinia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Labrundinia,,,,,
Larsia,Larsia,Larsia,Tanypodinae,Pentaneurini,,183,17.47053501,LowProbOcc,cold,,eurythermal,,3.305003936,*Decreaser,14.16553108,20.77553895,3.8,NA,NA,NA,NA,307,51.5,0,,183,Larsia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Larsia,,,,,
Monopelopia,Tanypodinae,666,Tanypodinae,666,,2734,19.08524044,,eurythermal,,eurythermal,Decreaser,3.746195955,Unimodal/Increaser,15.33904449,22.8314364,21.4,3.8,30.8,5.7,30.8,485,510.5,0,,1,Monopelopia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Monopelopia,,,,,
Nilotanypus,Nilotanypus,Nilotanypus,Tanypodinae,Pentaneurini,,140,21.36741647,,warm,,warm -- +,,2.792284593,Unimodal/Increaser,18.57513188,24.15970107,24,22.8,25.3,NA,NA,691,585.5,0,,140,Nilotanypus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Nilotanypus,,,,,
Pentaneura,Pentaneura,Pentaneura,Tanypodinae,Pentaneurini,,176,23.26069517,,warm,,warm--bordering on hot,,3.776492724,*Increaser,19.48420244,27.03718789,30.8,22.5,30.8,26.1,30.8,785,780,0,,176,Pentaneura,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Pentaneura,,,,,
Zavrelimyia,Zavrelimyia,Zavrelimyia,Tanypodinae,Pentaneurini,,653,17.67026755,,eurythermal,,cold,,3.357071903,*Unimodal,14.31319564,21.02733945,18,11,22.9,16,19.6,328,376.5,0,,653,Zavrelimyia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Zavrelimyia,,,,,
Pentaneurini,Pentaneurini,666,Tanypodinae,Pentaneurini,,1674,19.5088584,,eurythermal,,eurythermal; or cool/warm,,3.76371282,*Increaser,15.74514558,23.27257122,30.8,8,30.8,11.9,30.8,533,780,0,,34,Pentaneurini,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,,,,,,
Procladius,Procladius,Procladius,Tanypodinae,Pentaneurini,,136,20.82245066,,warm,,warm -- +,,3.624405851,*Increaser,17.19804481,24.44685651,30.8,25.3,30.8,29.1,30.8,648.5,780,0,,136,Procladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Procladiini,,Procladius,,,,,
Tanypus,Tanypodinae,666,Tanypodinae,666,,2734,19.08524044,,eurythermal,,eurythermal,Decreaser,3.746195955,Unimodal/Increaser,15.33904449,22.8314364,21.4,3.8,30.8,5.7,30.8,485,510.5,0,,12,Tanypus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Tanypodini,,Tanypus,,,,,
Derotanypus,Tanypodinae,666,Tanypodinae,666,,2734,19.08524044,,eurythermal,,eurythermal,Decreaser,3.746195955,Unimodal/Increaser,15.33904449,22.8314364,21.4,3.8,30.8,5.7,30.8,485,510.5,0,,1,Derotanypus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,,,Derotanypus,,,,,
Tanypodinae,Tanypodinae,666,Tanypodinae,666,,2734,19.08524044,,eurythermal,,eurythermal,Decreaser,3.746195955,Unimodal/Increaser,15.33904449,22.8314364,21.4,3.8,30.8,5.7,30.8,485,510.5,0,,1128,Tanypodinae,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,,,,,,,,
Chironomidae,Chironomidae,666,666,666,,3865,18.33065925,,eurythermal,,,,3.893258498,*Unimodal,14.43740075,22.22391775,17.6,3.8,30.8,3.8,30.8,408,356,1,,1311,Chironomidae,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,,,,,,,,,
Anopheles,Nematocera,666,666,666,,3873,18.32202489,,eurythermal,,,,3.760705973,Flat,14.56131892,22.08273086,15.2,3.8,30.8,3.8,30.8,407,248,1,,10,Anopheles,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,Anophelinae,,,Anopheles,,,,,
Culicidae,Nematocera,666,666,666,,3873,18.32202489,,eurythermal,,,,3.760705973,Flat,14.56131892,22.08273086,15.2,3.8,30.8,3.8,30.8,407,248,1,,15,Culicidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,,,,,,,,,
Deuterophlebia,Nematocera,666,666,666,,3873,18.32202489,,eurythermal,,,,3.760705973,Flat,14.56131892,22.08273086,15.2,3.8,30.8,3.8,30.8,407,248,1,,27,Deuterophlebia,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Deuterophlebiidae,,,,Deuterophlebia,,,,,
Dixa,Dixa,Dixa,Dixidae,Dixa,,1133,16.84149199,,eurythermal,,cold,,2.729644999,*Unimodal,14.11184699,19.57113699,16.4,4.8,23.2,8.9,20.9,243,288,0,,1133,Dixa,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixa,,,,,
Dixella,Dixella,Dixella,Dixidae,Dixella,,101,20.39143718,LowProbOcc,cool,,warm,,2.725111285,*Unimodal,17.66632589,23.11654847,20.3,NA,NA,NA,NA,620,475,0,,101,Dixella,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixella,,,,,
Meringodixa,Meringodixa,Meringodixa,Dixidae,Meringodixa,,245,17.16982177,LowProbOcc,cold,,cold,,2.390469789,*Unimodal,14.77935198,19.56029156,17.9,NA,NA,NA,NA,274,370.5,0,,245,Meringodixa,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Meringodixa,,,,,
Dixidae,Dixidae,666,Dixidae,666,,1307,17.20522244,,eurythermal,,cold,Decreaser,2.879811378,*Unimodal,14.32541106,20.08503382,17.1,4.6,24.4,8,21.8,279,327.5,0,,70,Dixidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,,,,,,
Cheilotrichia,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,2,Cheilotrichia,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Cheilotrichia,,,,,
Cryptolabis,Cryptolabis,Cryptolabis,Limoniidae,Cryptolabis,,85,21.28212755,LowProbOcc,warm,,warm,,2.640790994,*Unimodal,18.64133656,23.92291855,26.8,NA,NA,NA,NA,684,646.5,0,,85,Cryptolabis,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Cryptolabis,,,,,
Erioptera,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,16,Erioptera,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Erioptera,,,,,
